,u,dv,x,dx,theta,dtheta
202480,1.249539,0,-0.931269,0.165288,0.095818,-0.243902
202500,1.193685,0,-0.927634,0.17525,0.097896,-0.304878
202520,1.201993,0,-0.924167,0.177081,0.100107,-0.304878
202540,1.272085,0,-0.920868,0.17217,0.102073,-0.243902
202560,1.448692,0,-0.917435,0.1674,0.103037,-0.060976
202580,1.663277,0,-0.9138,0.165715,0.102053,0.182927
202600,1.480287,0,-0.909895,0.16937,0.100704,0
202620,1.310959,0,-0.906024,0.174147,0.101608,-0.182927
202640,1.097917,0,-0.902187,0.178778,0.104096,-0.426829
202660,1.011441,0,-0.898787,0.178499,0.108062,-0.548781
202680,1.099995,0,-0.895691,0.171759,0.112133,-0.487805
202700,1.13317,0,-0.892728,0.161647,0.115588,-0.487805
202720,1.113637,0,-0.889733,0.15265,0.119481,-0.548781
202740,1.365037,0,-0.886771,0.145203,0.122494,-0.304878
202760,1.595023,0,-0.88364,0.143379,0.123348,-0.060976
202780,1.586727,0,-0.879938,0.150397,0.123507,-0.060976
202800,1.310411,0,-0.876134,0.15811,0.125367,-0.365854
202820,1.316784,0,-0.872263,0.166954,0.128034,-0.365854
202840,1.485482,0,-0.868561,0.174955,0.129968,-0.182927
202860,1.481644,0,-0.86469,0.179872,0.130955,-0.182927
202880,1.379336,0,-0.860785,0.180996,0.132935,-0.304878
202900,1.443542,0,-0.856881,0.182684,0.134757,-0.243902
202920,1.555786,0,-0.852942,0.183945,0.135612,-0.121951
202940,1.448448,0,-0.849038,0.185199,0.136856,-0.243902
202960,1.506896,0,-0.844931,0.187308,0.138079,-0.182927
202980,1.615481,0,-0.840825,0.189134,0.138539,-0.060976
203000,1.66329,0,-0.836819,0.190677,0.138054,0
203020,1.437391,0,-0.83241,0.194615,0.138906,-0.243902
203040,1.387722,0,-0.828337,0.196304,0.14088,-0.304878
203060,1.505696,0,-0.824096,0.197699,0.142203,-0.182927
203080,1.67303,0,-0.819989,0.198113,0.14283,0
203100,1.660931,0,-0.815681,0.199949,0.142196,0
203120,1.441122,0,-0.811238,0.199936,0.143164,-0.243902
203140,1.446246,0,-0.806929,0.202343,0.14486,-0.243902
203160,1.61422,0,-0.802722,0.203046,0.145613,-0.060976
203180,1.88017,0,-0.798649,0.202349,0.144398,0.243902
203200,1.801238,0,-0.794038,0.204889,0.142182,0.182927
203220,1.56542,0,-0.789325,0.208694,0.141457,-0.060976
203240,1.559718,0,-0.78468,0.212066,0.141943,-0.060976
203260,1.497553,0,-0.78017,0.216689,0.1422,-0.121951
203280,1.386935,0,-0.775827,0.217541,0.143318,-0.243902
203300,1.510258,0,-0.771788,0.211474,0.144525,-0.121951
203320,1.624139,0,-0.767614,0.205008,0.144635,0
203340,1.674175,0,-0.763306,0.202055,0.143935,0.060976
203360,1.556678,0,-0.758829,0.202058,0.143566,-0.060976
203380,1.338114,0,-0.754487,0.202763,0.144777,-0.304878
203400,1.189545,0,-0.750414,0.203755,0.147969,-0.487805
203420,1.110023,0,-0.746712,0.198987,0.152113,-0.609756
203440,1.096939,0,-0.743346,0.188313,0.156928,-0.670732
203460,1.252802,0,-0.740182,0.175668,0.161471,-0.548781
203480,1.23869,0,-0.736917,0.164992,0.165637,-0.609756
203500,1.066048,0,-0.733719,0.157263,0.171515,-0.853659
203520,0.961104,0,-0.730824,0.14982,0.179103,-1.036585
203540,1.024958,0,-0.72803,0.144915,0.187211,-1.036585
203560,1.135311,0,-0.725405,0.139018,0.194334,-0.97561
203580,0.985021,0,-0.722611,0.134667,0.203431,-1.219512
203600,1.164429,0,-0.719885,0.131432,0.21232,-1.097561
203620,1.496481,0,-0.717091,0.130178,0.219598,-0.792683
203640,1.692941,0,-0.713691,0.137057,0.224772,-0.609756
203660,1.763419,0,-0.709787,0.149845,0.229076,-0.548781
203680,1.557807,0,-0.705512,0.164284,0.233865,-0.792683
203700,1.315143,0,-0.70117,0.181266,0.241492,-1.097561
203720,1.358522,0,-0.6974,0.188276,0.24951,-1.097561
203740,1.575487,0,-0.693596,0.190807,0.257062,-0.914634
203760,1.678838,0,-0.689759,0.189563,0.263816,-0.853659
203800,2.043119,0,-0.682118,0.181044,0.274872,-0.548781
203820,2.431442,0,-0.676935,0.195533,0.277187,-0.121951
203840,2.358499,0,-0.671448,0.213647,0.278127,-0.182927
203860,2.336737,0,-0.665322,0.234416,0.279355,-0.182927
203880,2.422251,0,-0.659129,0.263017,0.279803,-0.060976
203900,2.330406,0,-0.652296,0.28689,0.280437,-0.121951
203920,2.259729,0,-0.645597,0.299656,0.281425,-0.182927
203940,2.357504,0,-0.638933,0.309894,0.282165,-0.060976
203960,2.400409,0,-0.632201,0.315783,0.282283,0
203980,2.326519,0,-0.625098,0.322548,0.282154,-0.060976
204000,2.162908,0,-0.618434,0.321992,0.283239,-0.243902
204020,2.068902,0,-0.612106,0.319198,0.285981,-0.365854
204040,2.244398,0,-0.605811,0.315547,0.28761,-0.182927
204060,2.144182,0,-0.599416,0.311768,0.2894,-0.304878
204080,2.008602,0,-0.593492,0.299126,0.292525,-0.487805
204100,2.035709,0,-0.587332,0.296722,0.296277,-0.487805
204120,2.05783,0,-0.581273,0.292223,0.29959,-0.487805
204140,2.139271,0,-0.575383,0.287727,0.303222,-0.426829
204160,2.105921,0,-0.569324,0.28745,0.306521,-0.487805
204180,1.961804,0,-0.563231,0.287181,0.310588,-0.670732
204200,1.783073,0,-0.55724,0.285909,0.317121,-0.914634
204220,1.889799,0,-0.551652,0.281424,0.324146,-0.853659
204240,2.099579,0,-0.546132,0.278056,0.330098,-0.670732
204260,2.294755,0,-0.54041,0.27426,0.334034,-0.487805
204280,2.261668,0,-0.534351,0.273973,0.337761,-0.548781
204300,2.288737,0,-0.528158,0.276633,0.342342,-0.548781
204320,2.356168,0,-0.521729,0.28519,0.345941,-0.487805
204340,2.419188,0,-0.515064,0.296273,0.349393,-0.426829
204360,2.474729,0,-0.507861,0.30888,0.35237,-0.365854
204380,2.582994,0,-0.500725,0.318287,0.35436,-0.243902
204400,2.683712,0,-0.493454,0.329247,0.355465,-0.121951
204420,2.722894,0,-0.485948,0.339496,0.355735,-0.060976
204440,2.545811,0,-0.478139,0.348357,0.357045,-0.243902
204460,2.494008,0,-0.470364,0.356806,0.35931,-0.304878
204480,2.390188,0,-0.463161,0.356948,0.361943,-0.426829
204500,2.40539,0,-0.455553,0.35933,0.365158,-0.426829
204520,2.636057,0,-0.448182,0.356106,0.367124,-0.182927
204540,2.798526,0,-0.440575,0.355973,0.367008,0
204560,2.628258,0,-0.432867,0.356526,0.367622,-0.182927
204580,2.410714,0,-0.425125,0.360469,0.370094,-0.426829
204600,2.534245,0,-0.417585,0.361589,0.372795,-0.304878
204620,2.697807,0,-0.409944,0.36512,0.37393,-0.121951
204640,2.641436,0,-0.40227,0.364273,0.374817,-0.182927
204660,2.427697,0,-0.394191,0.368791,0.377254,-0.426829
204680,2.336947,0,-0.386753,0.366252,0.381177,-0.548781
204700,2.579237,0,-0.379516,0.363864,0.384408,-0.304878
204720,2.911248,0,-0.371841,0.362716,0.385057,0.060976
204740,2.837823,0,-0.363628,0.36777,0.384145,0
204760,2.717699,0,-0.355247,0.369991,0.38454,-0.121951
204780,2.598408,0,-0.347034,0.378984,0.3858,-0.243902
204800,2.751957,0,-0.338787,0.386283,0.386557,-0.060976
204820,2.742985,0,-0.330877,0.389236,0.386674,-0.060976
204840,2.735643,0,-0.322967,0.384461,0.386654,-0.060976
204860,2.576846,0,-0.315192,0.379248,0.38754,-0.243902
204880,2.368353,0,-0.307147,0.37688,0.39028,-0.487805
204900,2.449547,0,-0.299573,0.371973,0.393998,-0.426829
204920,2.627353,0,-0.291865,0.36944,0.396157,-0.243902
204940,2.845992,0,-0.284123,0.369038,0.396451,0
204960,2.830981,0,-0.276079,0.370753,0.395885,0
204980,2.659771,0,-0.268,0.371702,0.396441,-0.182927
205000,2.502092,0,-0.259989,0.374521,0.399162,-0.365854
205020,2.620344,0,-0.252281,0.37719,0.401418,-0.243902
205040,2.892452,0,-0.24464,0.375224,0.4014,0.060976
205060,2.875866,0,-0.236528,0.3741,0.400149,0.060976
205080,2.754283,0,-0.228349,0.376914,0.40015,-0.060976
205100,2.641163,0,-0.22017,0.379293,0.401195,-0.182927
205120,2.795155,0,-0.211856,0.386298,0.401485,0
205140,2.934268,0,-0.203373,0.392903,0.400094,0.182927
205160,2.907775,0,-0.194857,0.396563,0.397976,0.182927
205180,2.6144,0,-0.186409,0.399101,0.397682,-0.121951
205200,2.399913,0,-0.178297,0.397991,0.399907,-0.365854
205220,2.579541,0,-0.170521,0.392524,0.401796,-0.182927
205240,2.852233,0,-0.162779,0.386054,0.401255,0.121951
205260,3.216115,0,-0.154768,0.380298,0.398044,0.548781
205280,3.276597,0,-0.146286,0.382255,0.392299,0.670732
205300,2.83656,0,-0.137232,0.391379,0.387893,0.243902
205320,2.641722,0,-0.128379,0.403315,0.386904,0.060976
205340,2.673395,0,-0.120065,0.408941,0.38609,0.121951
205360,2.708288,0,-0.111785,0.411319,0.38463,0.182927
205380,2.690448,0,-0.103605,0.405435,0.38311,0.182927
205400,2.841139,0,-0.09583,0.391803,0.380398,0.365854
205420,3.191721,0,-0.08765,0.386185,0.374873,0.792683
205440,3.34086,0,-0.078663,0.394883,0.366948,1.036585
205460,3.311564,0,-0.06944,0.403878,0.358109,1.097561
205480,3.495895,0,-0.059544,0.416358,0.342302,1.463415
205500,3.477072,0,-0.049749,0.437027,0.32928,1.585366
205520,3.029836,0,-0.039921,0.451418,0.317458,1.219512
205540,2.459276,0,-0.03053,0.456208,0.309953,0.670732
205560,2.09397,0,-0.021778,0.450879,0.306047,0.304878
205580,1.877058,0,-0.013902,0.432711,0.305131,0.060976
205600,1.949183,0,-0.007035,0.4057,0.304305,0.121951
205620,2.081991,0,-0.000707,0.36688,0.302364,0.243902
205640,2.194589,0,0.005487,0.337653,0.299109,0.365854
205660,2.191025,0,0.011579,0.313101,0.295846,0.365854
205680,2.067762,0,0.017974,0.300756,0.293259,0.243902
205700,2.051368,0,0.024134,0.295139,0.291067,0.243902
205720,2.025563,0,0.030496,0.297963,0.288882,0.243902
205740,1.953419,0,0.036487,0.294464,0.286948,0.182927
205760,1.828699,0,0.042411,0.292913,0.285687,0.060976
205780,1.8248,0,0.047999,0.285481,0.284822,0.060976
205800,1.822015,0,0.053452,0.278035,0.284087,0.060976
205820,1.872222,0,0.058939,0.269735,0.282891,0.121951
205840,1.865262,0,0.06429,0.261864,0.281521,0.121951
205860,1.803576,0,0.069508,0.256101,0.28055,0.060976
205880,1.848998,0,0.074893,0.253849,0.279589,0.121951
205900,1.940607,0,0.080279,0.25342,0.277645,0.243902
205940,1.791796,0,0.091218,0.256676,0.274539,0.121951
205960,1.886785,0,0.096469,0.255542,0.272926,0.243902
205980,1.920537,0,0.10172,0.254148,0.270512,0.304878
206000,1.84322,0,0.107005,0.253163,0.268161,0.243902
206020,1.716478,0,0.112323,0.251634,0.266552,0.121951
206040,1.811486,0,0.117439,0.248975,0.264699,0.243902
206080,2.311546,0,0.128345,0.25362,0.25203,0.914634
206100,2.187754,0,0.134236,0.258959,0.244475,0.853659
206120,2.009031,0,0.140295,0.267532,0.237497,0.731707
206140,1.942741,0,0.146522,0.279878,0.231278,0.731707
206160,1.835297,0,0.152446,0.284223,0.225767,0.670732
206180,1.898303,0,0.158067,0.282377,0.219824,0.792683
206200,1.953979,0,0.163688,0.279149,0.212698,0.914634
206220,2.003634,0,0.169242,0.273517,0.204405,1.036585
206240,2.314079,0,0.174897,0.268906,0.194021,1.463415
206260,2.538401,0,0.180585,0.2678,0.180066,1.829268
206280,2.570932,0,0.187015,0.276511,0.164281,2.012195
206300,2.591097,0,0.193814,0.287162,0.147177,2.195122
206320,2.64514,0,0.201152,0.304844,0.128282,2.439024
206340,2.683153,0,0.20886,0.324609,0.107599,2.682927
206360,2.546026,0,0.216736,0.344675,0.08584,2.743902
206380,2.200012,0,0.22431,0.355768,0.064494,2.560976
206400,1.660473,0,0.231479,0.358731,0.045723,2.134146
206420,1.002125,0,0.237807,0.348629,0.031312,1.52439
206440,0.405472,0,0.242789,0.319866,0.022231,0.914634
206460,0.126332,0,0.246155,0.276497,0.01612,0.609756
206480,-0.117197,0,0.24804,0.220629,0.012739,0.304878
206500,-0.015209,0,0.24878,0.157894,0.009845,0.365854
206520,0.2595,0,0.248915,0.127657,0.005034,0.670732
206540,0.495951,0,0.248982,0.114029,-0.002464,0.97561
206560,0.568945,0,0.249252,0.087343,-0.011432,1.097561
206580,0.403244,0,0.249689,0.078074,-0.020037,0.97561
206600,0.290349,0,0.250127,0.075399,-0.02804,0.914634
206620,0.070698,0,0.250463,0.076381,-0.034945,0.731707
206640,-0.188425,0,0.250632,0.077089,-0.039765,0.487805
206660,-0.424097,0,0.250564,0.069169,-0.042747,0.243902
206680,-0.591467,0,0.250396,0.059052,-0.044358,0.060976
206700,-0.675412,0,0.249858,0.032346,-0.044722,-0.060976
206720,-0.639598,0,0.248949,0.002158,-0.044484,-0.060976
206740,-0.664038,0,0.247804,-0.02185,-0.044003,-0.121951
206760,-0.693048,0,0.246492,-0.039037,-0.043154,-0.182927
206780,-0.776421,0,0.245044,-0.052137,-0.041568,-0.304878
206800,-0.746774,0,0.243462,-0.061891,-0.039247,-0.304878
206820,-0.722444,0,0.241779,-0.068342,-0.037165,-0.304878
206840,-0.646221,0,0.240029,-0.073951,-0.035456,-0.243902
206860,-0.680981,0,0.238413,-0.077185,-0.03337,-0.304878
206880,-0.608205,0,0.236764,-0.078873,-0.031532,-0.243902
206900,-0.541768,0,0.235182,-0.079016,-0.030306,-0.182927
206920,-0.640905,0,0.233802,-0.075225,-0.028341,-0.304878
206940,-0.680458,0,0.232354,-0.07256,-0.026007,-0.365854
206960,-0.768093,0,0.230873,-0.070866,-0.022825,-0.487805
206980,-0.682794,0,0.229224,-0.071432,-0.019149,-0.426829
207000,-0.549538,0,0.227575,-0.072557,-0.016567,-0.304878
207020,-0.479587,0,0.226094,-0.073403,-0.014962,-0.243902
207040,-0.734374,0,0.224747,-0.072844,-0.012003,-0.548781
207060,-0.809078,0,0.223334,-0.071296,-0.007104,-0.670732
207080,-0.661095,0,0.221651,-0.071855,-0.002475,-0.548781
207100,-0.360831,0,0.219934,-0.071846,0.000319,-0.243902
207120,-0.295817,0,0.218588,-0.070856,0.001552,-0.182927
207140,-0.396169,0,0.217645,-0.067208,0.003393,-0.304878
207160,-0.334766,0,0.216871,-0.060189,0.005104,-0.243902
207180,-0.387186,0,0.216231,-0.049099,0.007061,-0.304878
207200,-0.433895,0,0.215592,-0.039847,0.009512,-0.365854
207220,-0.473346,0,0.214885,-0.034667,0.012327,-0.426829
207240,-0.503611,0,0.214111,-0.033684,0.015746,-0.487805
207260,-0.580844,0,0.213236,-0.034666,0.020007,-0.609756
207280,-0.592315,0,0.212226,-0.038171,0.025248,-0.670732
207300,-0.548265,0,0.211081,-0.043224,0.030243,-0.670732
207320,-0.663979,0,0.209836,-0.048558,0.036095,-0.853659
207340,-0.663336,0,0.208523,-0.053757,0.042667,-0.914634
207360,-0.494128,0,0.207109,-0.05909,0.049469,-0.792683
207380,-0.394252,0,0.20583,-0.061054,0.054938,-0.731707
207400,-0.40548,0,0.204787,-0.059794,0.060906,-0.792683
207420,-0.308929,0,0.203844,-0.057271,0.066634,-0.731707
207440,-0.060479,0,0.203138,-0.050667,0.071028,-0.487805
207460,-0.044352,0,0.202835,-0.043368,0.074214,-0.487805
207480,-0.230885,0,0.202835,-0.043368,0.078972,-0.731707
207500,-0.350165,0,0.202801,-0.041447,0.085574,-0.914634
207520,-0.031481,0,0.202801,-0.041447,0.09106,-0.609756
207540,0.210644,0,0.202835,-0.039748,0.093988,-0.365854
207560,0.221049,0,0.202969,-0.032664,0.096436,-0.365854
207580,0.186385,0,0.203003,-0.030924,0.099485,-0.426829
207600,0.317544,0,0.203003,-0.030924,0.102172,-0.304878
207620,0.441489,0,0.203003,-0.030924,0.103894,-0.182927
207640,0.396629,0,0.203037,-0.029784,0.105493,-0.243902
207660,0.404595,0,0.203171,-0.024616,0.107334,-0.243902
207680,0.460667,0,0.203407,-0.017877,0.108426,-0.182927
207700,0.408604,0,0.203744,-0.011283,0.109902,-0.243902
207720,0.522921,0,0.204114,-0.006397,0.111104,-0.121951
207740,0.522108,0,0.204551,-0.002637,0.111605,-0.121951
207760,0.416111,0,0.20509,0.002186,0.113061,-0.243902
207780,0.428151,0,0.205561,0.004151,0.115022,-0.243902
207800,0.492259,0,0.205999,0.005132,0.116371,-0.182927
207820,0.444372,0,0.206504,0.006114,0.117605,-0.243902
207840,0.351315,0,0.206941,0.00597,0.120049,-0.365854
207860,0.533842,0,0.207379,0.005268,0.122135,-0.182927
207880,0.700027,0,0.20785,0.005267,0.122143,0
207900,0.582906,0,0.208658,0.01258,0.122514,-0.121951
207920,0.576124,0,0.209668,0.022831,0.123246,-0.121951
207940,0.729364,0,0.210745,0.033219,0.123129,0.060976
207960,0.870593,0,0.212024,0.044309,0.121536,0.243902
207980,0.677416,0,0.213572,0.054754,0.119721,0.060976
208000,0.398812,0,0.21502,0.06091,0.120691,-0.243902
208020,0.46157,0,0.216332,0.064001,0.122286,-0.182927
208040,0.628799,0,0.217376,0.063297,0.122407,0
208060,0.623891,0,0.21852,0.061756,0.121678,0
208080,0.57025,0,0.219799,0.05881,0.12167,-0.060976
208100,0.628076,0,0.221045,0.056414,0.121791,0
208120,0.62443,0,0.222324,0.057828,0.121682,0
208140,0.566013,0,0.223603,0.059369,0.121694,-0.060976
208160,0.617266,0,0.224848,0.059497,0.121307,0
208180,0.613378,0,0.225993,0.058658,0.120817,0
208200,0.502695,0,0.227272,0.058802,0.12106,-0.121951
208220,0.558968,0,0.228517,0.058802,0.121326,-0.060976
208240,0.613204,0,0.229662,0.057964,0.121183,0
208260,0.663794,0,0.23084,0.057268,0.120577,0.060976
208280,0.760722,0,0.232186,0.058809,0.119094,0.182927
208300,0.580828,0,0.233667,0.060486,0.11776,0
208320,0.362694,0,0.235115,0.063016,0.118858,-0.243902
208340,0.375354,0,0.236259,0.063016,0.120703,-0.243902
208360,0.552281,0,0.237067,0.058801,0.121574,-0.060976
208380,0.664798,0,0.237942,0.054026,0.121186,0.060976
208400,0.820812,0,0.239053,0.050243,0.119365,0.243902
208420,0.695316,0,0.240466,0.050379,0.117644,0.121951
208440,0.573692,0,0.241948,0.054452,0.117028,0
208460,0.563483,0,0.243361,0.060633,0.116758,0
208480,0.557121,0,0.244573,0.063722,0.116523,0
208500,0.502294,0,0.245751,0.063712,0.116773,-0.060976
208520,0.559162,0,0.246862,0.060631,0.116648,0
208540,0.665229,0,0.247973,0.056701,0.115553,0.121951
208560,0.762343,0,0.249252,0.055719,0.113715,0.243902
208580,0.742017,0,0.250665,0.057963,0.111516,0.243902
208600,0.557446,0,0.252247,0.062036,0.109922,0.060976
208620,0.547756,0,0.253695,0.065404,0.109314,0.060976
208640,0.646592,0,0.254873,0.066247,0.107961,0.182927
208660,0.683303,0,0.256219,0.066382,0.105644,0.243902
208680,0.613132,0,0.257599,0.066102,0.103831,0.182927
208720,0.749876,0,0.260225,0.063213,0.099672,0.365854
208740,0.825448,0,0.261672,0.065171,0.095401,0.487805
208760,0.681071,0,0.263322,0.068405,0.091642,0.365854
208780,0.599357,0,0.264971,0.071132,0.088729,0.304878
208800,0.578629,0,0.266317,0.071594,0.086306,0.304878
208820,0.664149,0,0.267664,0.071491,0.083039,0.426829
208840,0.584553,0,0.268943,0.069819,0.079777,0.365854
208860,0.403923,0,0.270188,0.065746,0.077603,0.182927
208880,0.34457,0,0.271198,0.059278,0.07637,0.121951
208900,0.447652,0,0.271838,0.051531,0.074542,0.243902
208920,0.492005,0,0.272578,0.045783,0.071971,0.304878
208940,0.475237,0,0.273386,0.040998,0.069161,0.304878
208960,0.511984,0,0.274227,0.037206,0.066098,0.365854
208980,0.542946,0,0.275136,0.036784,0.062791,0.426829
209000,0.616068,0,0.276045,0.040585,0.05825,0.548781
209020,0.415872,0,0.277088,0.043252,0.054329,0.365854
209040,0.231939,0,0.277997,0.044378,0.052364,0.182927
209060,0.274458,0,0.278536,0.041152,0.050398,0.243902
209080,0.153328,0,0.278872,0.036266,0.048448,0.121951
209100,0.097026,0,0.279074,0.033056,0.047705,0.060976
209120,0.146533,0,0.279108,0.03178,0.046717,0.121951
209140,0.295555,0,0.279108,0.03178,0.044368,0.304878
209160,0.432869,0,0.279175,0.028874,0.040454,0.487805
209180,0.407066,0,0.279377,0.024658,0.036178,0.487805
209200,0.272071,0,0.279647,0.022973,0.032638,0.365854
209220,0.24801,0,0.279882,0.022271,0.029355,0.365854
209240,0.222004,0,0.280118,0.022694,0.025843,0.365854
209260,0.089764,0,0.280253,0.023243,0.023181,0.243902
209280,-0.084972,0,0.280286,0.023132,0.02208,0.060976
209300,-0.089627,0,0.280286,0.023132,0.021458,0.060976
209320,-0.092408,0,0.280253,0.022283,0.020957,0.060976
209340,-0.046946,0,0.280253,0.022283,0.019611,0.121951
209360,-0.110737,0,0.280253,0.022283,0.018507,0.060976
209380,-0.167694,0,0.280219,0.021844,0.018247,0
209400,-0.062247,0,0.280219,0.021844,0.017497,0.121951
209420,-0.071365,0,0.280185,0.02095,0.016142,0.121951
209440,-0.187936,0,0.280185,0.02095,0.015406,0
209460,-0.295351,0,0.280185,0.02095,0.015893,-0.121951
209480,-0.343913,0,0.280152,0.020499,0.016754,-0.182927
209500,-0.442068,0,0.280152,0.020499,0.018479,-0.304878
209520,-0.476385,0,0.280051,0.017922,0.021054,-0.365854
209540,-0.289617,0,0.279748,0.010173,0.022888,-0.182927
209560,-0.111226,0,0.279478,0.004321,0.023256,0
209580,-0.005273,0,0.279377,0.002468,0.022159,0.121951
209600,0.038396,0,0.279411,0.002259,0.020573,0.182927
209620,-0.13532,0,0.279411,0.002259,0.019594,0
209640,-0.241815,0,0.279411,0.002259,0.020205,-0.121951
209660,-0.289076,0,0.279377,0.001393,0.021179,-0.182927
209680,-0.174371,0,0.279377,0.001393,0.021666,-0.060976
209700,-0.119764,0,0.279377,0.001393,0.021542,0
209720,-0.068855,0,0.279377,0.001393,0.020925,0.060976
209740,-0.076164,0,0.279377,0.001393,0.019948,0.060976
209760,-0.243648,0,0.279377,0.001393,0.019828,-0.121951
209780,-0.239114,0,0.279377,0.001393,0.020434,-0.121951
209800,-0.234578,0,0.279377,0.001393,0.021041,-0.121951
209820,-0.178136,0,0.279377,0.001393,0.021163,-0.060976
209840,-0.123471,0,0.279377,0.001393,0.021047,0
209860,-0.179909,0,0.279377,0.001393,0.020926,-0.060976
209880,-0.179919,0,0.279377,0.001393,0.020924,-0.060976
209900,-0.179883,0,0.279377,0.001393,0.020929,-0.060976
209920,-0.284516,0,0.279377,0.001393,0.021788,-0.182927
209940,-0.274461,0,0.279377,0.001393,0.023133,-0.182927
209960,-0.210717,0,0.279377,0.001393,0.024231,-0.121951
209980,-0.152396,0,0.279377,0.001393,0.024604,-0.060976
210000,-0.09686,0,0.279377,0.001393,0.024604,0
210020,-0.152449,0,0.279377,0.001393,0.024597,-0.060976
210040,-0.150675,0,0.279377,0.001393,0.024834,-0.060976
210060,-0.096983,0,0.279377,0.001393,0.024588,0
210080,-0.098778,0,0.279377,0.001393,0.024348,0
210100,-0.046923,0,0.279377,0.001393,0.023857,0.060976
210120,-0.10429,0,0.279377,0.001393,0.023611,0
210140,-0.158914,0,0.279377,0.001393,0.023732,-0.060976
210160,-0.104311,0,0.279377,0.001393,0.023608,0
210180,-0.000575,0,0.279377,0.001393,0.022629,0.121951
210200,-0.116198,0,0.279377,0.001393,0.022019,0
210220,-0.224507,0,0.279377,0.001393,0.022387,-0.121951
210240,-0.271805,0,0.279377,0.001393,0.023488,-0.182927
210260,-0.261763,0,0.279377,0.001393,0.02483,-0.182927
210280,-0.093326,0,0.279377,0.001393,0.025077,0
210300,-0.096986,0,0.279377,0.001393,0.024588,0
210320,-0.152536,0,0.279377,0.001393,0.024585,-0.060976
210340,-0.204453,0,0.279377,0.001393,0.025068,-0.121951
210360,-0.252698,0,0.279377,0.001393,0.026042,-0.182927
210380,-0.189831,0,0.279377,0.001393,0.027023,-0.121951
210400,-0.184342,0,0.279377,0.001393,0.027757,-0.121951
210420,-0.178012,0,0.279377,0.001393,0.028603,-0.121951
210440,-0.173452,0,0.279377,0.001393,0.029212,-0.121951
210460,-0.167979,0,0.279377,0.001393,0.029944,-0.121951
210480,-0.162497,0,0.279377,0.001393,0.030677,-0.121951
210500,-0.156095,0,0.279377,0.001393,0.031533,-0.121951
210520,-0.097863,0,0.279377,0.001393,0.031894,-0.060976
210540,-0.044248,0,0.279377,0.001393,0.031638,0
210560,0.00574,0,0.279377,0.001393,0.030897,0.060976
210580,-0.05348,0,0.279377,0.001393,0.030404,0
210600,-0.109012,0,0.279377,0.001393,0.030403,-0.060976
210620,-0.053481,0,0.279377,0.001393,0.030404,0
210640,-0.055351,0,0.279377,0.001393,0.030154,0
210660,0.049324,0,0.279377,0.001393,0.0293,0.121951
210680,0.039287,0,0.279377,0.001393,0.027958,0.121951
210700,-0.07634,0,0.279377,0.001393,0.027348,0
210720,-0.130033,0,0.279377,0.001393,0.027593,-0.060976
210740,-0.129125,0,0.279377,0.001393,0.027715,-0.060976
210760,-0.074525,0,0.279377,0.001393,0.02759,0
210780,-0.07633,0,0.279377,0.001393,0.027349,0
210800,-0.131873,0,0.279377,0.001393,0.027347,-0.060976
210820,-0.130965,0,0.279377,0.001393,0.027469,-0.060976
210840,-0.130078,0,0.279377,0.001393,0.027587,-0.060976
210860,-0.129178,0,0.279377,0.001393,0.027708,-0.060976
210900,-0.176519,0,0.279377,0.001393,0.028802,-0.121951
210920,-0.118265,0,0.279377,0.001393,0.029167,-0.060976
210940,-0.063665,0,0.279377,0.001393,0.029042,0
210960,-0.012728,0,0.279377,0.001393,0.028428,0.060976
210980,-0.01911,0,0.279377,0.001393,0.027575,0.060976
211000,-0.078293,0,0.279377,0.001393,0.027087,0
211020,-0.133827,0,0.279377,0.001393,0.027086,-0.060976
211040,-0.133827,0,0.279377,0.001393,0.027086,-0.060976
211060,-0.07922,0,0.279377,0.001393,0.026963,0
211100,-0.039229,0,0.279377,0.001393,0.024885,0.060976
211120,-0.097494,0,0.279377,0.001393,0.02452,0
211140,-0.153978,0,0.279377,0.001393,0.024392,-0.060976
211160,-0.099372,0,0.279377,0.001393,0.024269,0
211180,0.003467,0,0.279377,0.001393,0.023169,0.121951
211200,0.048929,0,0.279377,0.001393,0.021823,0.182927
211220,0.143573,0,0.279377,0.001393,0.019629,0.304878
211240,0.229087,0,0.279377,0.001393,0.016213,0.426829
211260,0.255884,0,0.279411,0.000971,0.012315,0.487805
211280,0.494312,0,0.279411,0.000971,0.007071,0.792683
211300,0.823043,0,0.27968,-0.000725,-0.00124,1.219512
211320,1.327743,0,0.280656,0.007543,-0.014539,1.890244
211340,1.67267,0,0.282642,0.028351,-0.032322,2.439024
211360,1.911491,0,0.285773,0.062016,-0.054957,2.926829
211380,1.577274,0,0.289644,0.102358,-0.078559,2.804878
211400,0.825295,0,0.293784,0.140133,-0.098442,2.195122
211420,0.130373,0,0.297015,0.159505,-0.112932,1.585366
211440,-0.021321,0,0.2989,0.155152,-0.125298,1.52439
211460,-0.199114,0,0.299674,0.131002,-0.137218,1.402439
211480,-0.642167,0,0.299607,0.109441,-0.146752,0.97561
211500,-0.966994,0,0.298967,0.061145,-0.152658,0.609756
211520,-1.107852,0,0.297554,0.011577,-0.15678,0.426829
211540,-0.925814,0,0.295568,-0.02999,-0.161411,0.609756
211560,-0.8175,0,0.293346,-0.062285,-0.167181,0.731707
