timestamp (python), timestamp (Teensy), Angular pos (deg), AGC, Status, Angular Vel (deg)
18.04537678,0,0,128,55,0
18.05539393,10,0,128,55,0
18.06639242,20,0,128,55,0
18.07639098,31,0,128,55,0
18.08739352,41,0,128,55,0
18.09739184,52,0,128,55,0
18.10740042,62,0,128,55,0
18.118402,73,0,128,55,0
18.12840009,83,0,128,55,0
18.13840079,93,0,128,55,0
18.14941263,104,0,128,55,0
18.16041231,114,0,128,55,0
18.17041087,125,0,128,55,0
18.18040919,135,0,128,55,0
18.19143009,146,0,128,55,0
18.20144391,156,0,128,55,0
18.21144104,166,0,128,55,0
18.22244191,177,0,128,55,0
18.23244405,187,0,128,55,0
18.24344349,198,0,128,55,0
18.25344205,208,0,128,55,0
18.26444316,219,0,128,55,0
18.27491879,229,0,128,55,0
18.28439331,239,0,128,55,0
18.29539585,250,0,128,55,0
18.30539274,260,0,128,55,0
18.316401,271,0,128,55,0
18.32640147,281,0,128,55,0
18.3374033,292,0,128,55,0
18.34740043,302,0,128,55,0
18.35740685,312,0,128,55,0
18.3684082,323,0,128,55,0
18.37840939,333,0,128,55,0
18.3894074,344,0,128,55,0
18.39940715,354,0,128,55,0
18.4100337,364,0,128,55,0
18.42071795,375,0,128,55,0
18.43071461,385,0,128,55,0
18.44123864,396,0,128,55,0
18.45223689,406,0,128,55,0
18.46223593,417,0,128,55,0
18.47277141,427,0,128,55,0
18.48329139,437,0,128,55,0
18.49329305,448,0,128,55,0
18.50328946,458,0,128,55,0
18.51429009,469,0,128,55,0
18.52428961,479,0,128,55,0
18.53528976,490,0,128,55,0
18.54529071,500,0,128,55,0
18.55629015,510,0,128,55,0
18.56629014,521,0,128,55,0
18.57628798,531,0,128,55,0
18.58728862,542,0,128,55,0
18.59792018,552,0,128,55,0
18.60848427,563,0,128,55,0
18.6184833,573,0,128,55,0
18.62848425,583,0,128,55,0
18.63948631,594,0,128,55,0
18.64948487,604,0,128,55,0
18.6604991,615,0,128,55,0
18.6704998,625,0,128,55,0
18.68150091,636,0,128,55,0
18.69151378,646,0,128,55,0
18.70151281,656,0,128,55,0
18.71251345,667,0,128,55,0
18.7225132,677,0,128,55,0
18.73351216,688,0,128,55,0
18.74351287,698,0,128,55,0
18.75351834,708,0,128,55,0
18.76451254,719,0,128,55,0
18.77452874,729,0,128,55,0
18.78552771,740,0,128,55,0
18.7955308,750,0,128,55,0
18.80652881,761,0,128,55,0
18.81652904,771,0,128,55,0
18.82726383,781,0,128,55,0
18.83726311,792,0,128,55,0
18.84826326,802,0,128,55,0
18.85825276,813,0,128,55,0
18.86825418,823,0,128,55,0
18.87925315,834,0,128,55,0
18.88925385,844,0,128,55,0
18.90025377,854,0,128,55,0
18.91025257,865,0,128,55,0
18.92025137,875,0,128,55,0
18.93125439,886,0,128,55,0
18.94125223,896,0,128,55,0
18.95225263,907,0,128,55,0
18.962255,917,0,128,55,0
18.97275305,927,0,128,55,0
18.98374248,938,0,128,55,0
18.99374151,948,0,128,55,0
19.00374246,959,0,128,55,0
19.01474214,969,0,128,55,0
19.02474999,980,0,128,55,0
19.03525138,990,0,128,55,0
19.04625559,1000,0,128,55,0
19.05625105,1011,0,128,55,0
19.06726241,1021,-0.0878906,128,55,-7.990057
19.07727456,1032,-0.0878906,128,55,0
19.0872786,1042,-0.0878906,128,55,0
19.09827495,1052,-0.0878906,128,55,0
19.1082747,1063,-0.0878906,128,55,0
19.11927724,1073,-0.1757812,128,55,-7.990057
19.12927818,1084,-0.1757812,128,55,0
19.13927245,1094,-0.1757812,128,55,0
19.15027571,1105,-0.1757812,128,55,0
19.16027737,1115,-0.1757812,128,55,0
19.17127347,1125,-0.1757812,128,55,0
19.18127513,1136,-0.1757812,128,55,0
19.19127846,1146,-0.1757812,128,55,0
19.20227575,1157,-0.1757812,128,55,0
19.2122736,1167,-0.1757812,128,55,0
19.22327566,1178,-0.1757812,128,55,0
19.23327446,1188,-0.1757812,128,55,0
19.24427462,1198,-0.1757812,128,55,0
19.25427341,1209,-0.1757812,128,55,0
19.26527381,1219,-0.1757812,128,55,0
19.27527547,1230,-0.1757812,128,55,0
19.28527594,1240,-0.1757812,128,55,0
19.29640508,1251,-0.1757812,128,55,0
19.30627418,1261,-0.1757812,128,55,0
19.31613111,1271,-0.1757812,128,55,0
19.32762551,1282,-0.1757812,128,55,0
19.33762717,1292,-0.1757812,128,55,0
19.3486259,1303,-0.1757812,128,55,0
19.35862732,1313,-0.1757812,128,55,0
19.36862469,1324,-0.1757812,128,55,0
19.37962532,1334,-0.1757812,128,55,0
19.38962555,1344,-0.1757812,128,55,0
19.40062618,1355,-0.2636719,128,55,-8.7890625
19.411093,1365,-0.1757812,128,55,7.990057
19.42130518,1376,-0.1757812,128,55,0
19.43130803,1386,-0.1757812,128,55,0
19.44230676,1397,-0.1757812,128,55,0
19.45230865,1407,-0.1757812,128,55,0
19.46330667,1417,-0.1757812,128,55,0
19.47330713,1428,-0.2636719,128,55,-8.7890625
19.48330617,1438,-0.1757812,128,55,7.990057
19.49430776,1449,-0.1757812,128,55,0
19.50430727,1459,-0.1757812,128,55,0
19.51482201,1470,-0.1757812,128,55,0
19.52548361,1480,-0.1757812,128,55,0
19.53548336,1490,-0.1757812,128,55,0
19.54648042,1501,-0.1757812,128,55,0
19.55648065,1511,-0.1757812,128,55,0
19.56748104,1522,-0.1757812,128,55,0
19.5774796,1532,-0.1757812,128,55,0
19.58747959,1543,-0.1757812,128,55,0
19.59847999,1553,-0.1757812,128,55,0
19.60848093,1563,-0.2636719,128,55,-7.990057
19.61948085,1574,-0.2636719,128,55,0
19.62947965,1584,-0.2636719,128,55,0
19.64048076,1595,-0.1757812,128,55,8.7890625
19.65048194,1605,-0.1757812,128,55,0
19.66147995,1616,-0.1757812,128,55,0
19.67148042,1626,-0.1757812,128,55,0
19.68148112,1636,-0.1757812,128,55,0
19.69248128,1647,-0.1757812,128,55,0
19.70297408,1657,-0.1757812,128,55,0
19.71297622,1668,-0.1757812,128,55,0
19.72398543,1678,-0.1757812,128,55,0
19.73398709,1689,-0.1757812,128,55,0
19.74398637,1699,-0.1757812,128,55,0
19.754987,1709,-0.1757812,128,55,0
19.76498532,1720,-0.1757812,128,55,0
19.77598381,1730,-0.1757812,128,55,0
19.78598332,1741,-0.1757812,128,55,0
19.79698539,1751,-0.1757812,128,55,0
19.80698252,1762,-0.1757812,128,55,0
19.81698346,1772,-0.2636719,128,55,-8.7890625
19.82798457,1782,-0.1757812,128,55,7.990057
19.8379848,1793,-0.1757812,128,55,0
19.84898496,1803,-0.2636719,128,55,-7.990057
19.85898757,1814,-0.1757812,128,55,8.7890625
19.86998606,1824,-0.1757812,128,55,0
19.87998366,1834,-0.1757812,128,55,0
19.88998485,1845,-0.1757812,128,55,0
19.90098763,1855,-0.2636719,128,55,-7.990057
19.91098523,1866,-0.1757812,128,55,8.7890625
19.9219842,1876,-0.1757812,128,55,0
19.93198562,1887,-0.2636719,128,55,-8.7890625
19.94298649,1897,-0.2636719,128,55,0
19.95298338,1907,-0.2636719,128,55,0
19.96298552,1918,-0.2636719,128,55,0
19.9744792,1928,-0.1757812,128,55,7.990057
19.98398519,1939,-0.2636719,128,55,-8.7890625
19.99498582,1949,-0.1757812,128,55,7.990057
20.00498533,1960,-0.1757812,128,55,0
20.01598501,1970,-0.2636719,128,55,-8.7890625
20.02598476,1980,-0.2636719,128,55,0
20.03698468,1991,-0.2636719,128,55,0
20.0469861,2001,-0.2636719,128,55,0
20.05698442,2012,-0.2636719,128,55,0
20.06798363,2022,-0.2636719,128,55,0
20.07798696,2033,-0.2636719,128,55,0
20.08798599,2043,-0.2636719,128,55,0
20.09898686,2053,-0.1757812,128,55,7.990057
20.1089859,2064,-0.1757812,128,55,0
20.11998439,2074,-0.2636719,128,55,-7.990057
20.12998772,2085,-0.1757812,128,55,8.7890625
20.14098525,2095,-0.1757812,128,55,0
20.15099716,2106,-0.1757812,128,55,0
20.16099572,2116,-0.2636719,128,55,-8.7890625
20.17200112,2126,-0.2636719,128,55,0
20.18199921,2137,-0.1757812,128,55,8.7890625
20.19299746,2147,-0.2636719,128,55,-7.990057
20.20299959,2158,-0.2636719,128,55,0
20.21399808,2168,-0.1757812,128,55,7.990057
20.22399783,2179,-0.2636719,128,55,-8.7890625
20.23399806,2189,-0.1757812,128,55,8.7890625
20.2450006,2199,-0.1757812,128,55,0
20.25499606,2210,-0.2636719,128,55,-8.7890625
20.26599932,2220,-0.2636719,128,55,0
20.27617884,2231,-0.1757812,128,55,8.7890625
20.28617835,2241,-0.1757812,128,55,0
20.29717922,2252,-0.1757812,128,55,0
20.30717921,2262,-0.2636719,128,55,-8.7890625
20.31817842,2272,-0.1757812,128,55,7.990057
20.32818222,2283,-0.1757812,128,55,0
20.33917999,2293,-0.1757812,128,55,0
20.34917998,2304,-0.1757812,128,55,0
20.35917807,2314,-0.1757812,128,55,0
20.37018156,2325,-0.1757812,128,55,0
20.38018012,2335,-0.1757812,128,55,0
20.39118147,2345,-0.1757812,128,55,0
20.40117693,2356,-0.1757812,128,55,0
20.4121778,2366,-0.1757812,128,55,0
20.42266226,2377,-0.1757812,128,55,0
20.43304777,2387,-0.1757812,128,55,0
20.44304633,2398,-0.2636719,128,55,-8.7890625
20.45304847,2408,-0.2636719,128,55,0
20.46404624,2418,-0.1757812,128,55,7.990057
20.47404504,2429,-0.2636719,128,55,-8.7890625
20.48504519,2439,-0.2636719,128,55,0
20.49504662,2450,-0.2636719,128,55,0
20.50504947,2460,-0.1757812,128,55,8.7890625
20.51604795,2471,-0.1757812,128,55,0
20.52604508,2481,-0.1757812,128,55,0
20.53704524,2491,-0.2636719,128,55,-7.990057
20.54704475,2502,-0.1757812,128,55,8.7890625
20.55804563,2512,-0.2636719,128,55,-7.990057
20.56807709,2523,-0.1757812,128,55,8.7890625
20.57907772,2533,-0.2636719,128,55,-8.7890625
20.5890789,2543,-0.2636719,128,55,0
20.59907913,2554,-0.1757812,128,55,8.7890625
20.61008668,2564,-0.1757812,128,55,0
20.62008619,2575,-0.2636719,128,55,-8.7890625
20.63108635,2585,-0.2636719,128,55,0
20.64108515,2596,-0.2636719,128,55,0
20.65201879,2606,-0.1757812,128,55,8.7890625
20.66202211,2616,-0.1757812,128,55,0
20.67201972,2627,-0.2636719,128,55,-8.7890625
20.68301916,2637,-0.2636719,128,55,0
20.69285083,2648,-0.1757812,128,55,8.7890625
20.70382786,2658,-0.1757812,128,55,0
20.71382833,2669,-0.2636719,128,55,-8.7890625
20.72473812,2679,-0.2636719,128,55,0
20.73473501,2689,-0.2636719,128,55,0
20.74573803,2700,-0.1757812,128,55,8.7890625
20.75573754,2710,-0.1757812,128,55,0
20.76673794,2721,-0.1757812,128,55,0
20.77673674,2731,-0.2636719,128,55,-7.990057
20.78673768,2742,-0.1757812,128,55,8.7890625
20.79773593,2752,-0.1757812,128,55,0
20.80773497,2762,-0.1757812,128,55,0
20.81873965,2773,-0.1757812,128,55,0
20.82874441,2783,-0.1757812,128,55,0
20.83874536,2794,-0.1757812,128,55,0
20.84974551,2804,-0.1757812,128,55,0
20.8597455,2815,-0.1757812,128,55,0
20.87074494,2825,-0.2636719,128,55,-8.7890625
20.88074613,2835,-0.1757812,128,55,7.990057
20.89174461,2846,-0.1757812,128,55,0
20.90174389,2856,-0.1757812,128,55,0
20.91174698,2867,-0.2636719,128,55,-8.7890625
20.92274499,2877,-0.1757812,128,55,7.990057
20.93266177,2888,-0.1757812,128,55,0
20.9436636,2898,-0.1757812,128,55,0
20.95466137,2908,-0.1757812,128,55,0
20.96466112,2919,-0.1757812,128,55,0
20.97466278,2929,-0.1757812,128,55,0
20.98566341,2940,-0.1757812,128,55,0
20.99566102,2950,-0.2636719,128,55,-7.990057
21.00566244,2961,-0.1757812,128,55,8.7890625
21.01666236,2971,-0.1757812,128,55,0
21.0267179,2981,-0.1757812,128,55,0
21.0377214,2992,-0.2636719,128,55,-8.7890625
21.04771757,3002,-0.2636719,128,55,0
21.05825186,3013,-0.1757812,128,55,8.7890625
21.06834364,3023,-0.2636719,128,55,-7.990057
21.07934356,3034,-0.2636719,128,55,0
21.08934021,3044,-0.2636719,128,55,0
21.10034299,3054,-0.2636719,128,55,0
21.11034083,3065,-0.2636719,128,55,0
21.12034273,3075,-0.1757812,128,55,7.990057
21.13086152,3086,-0.2636719,128,55,-8.7890625
21.14186954,3096,-0.1757812,128,55,7.990057
21.15187263,3107,-0.1757812,128,55,0
21.16286993,3117,-0.2636719,128,55,-8.7890625
21.17286921,3127,-0.2636719,128,55,0
21.18287015,3138,-0.2636719,128,55,0
21.19365859,3148,-0.2636719,128,55,0
21.20365763,3159,-0.1757812,128,55,8.7890625
21.21466208,3169,-0.1757812,128,55,0
21.22517681,3180,-0.1757812,128,55,0
21.23517609,3190,-0.2636719,128,55,-8.7890625
21.24619007,3200,-0.1757812,128,55,7.990057
21.25619102,3211,-0.1757812,128,55,0
21.26719022,3221,-0.2636719,128,55,-7.990057
21.27718925,3232,-0.2636719,128,55,0
21.28819227,3242,-0.2636719,128,55,0
21.29818964,3253,-0.1757812,128,55,7.990057
21.30819273,3263,-0.2636719,128,55,-8.7890625
21.31919146,3273,-0.2636719,128,55,0
21.32919002,3284,-0.2636719,128,55,0
21.33918881,3294,-0.1757812,128,55,7.990057
21.35018921,3305,-0.1757812,128,55,0
21.36018896,3315,-0.1757812,128,55,0
21.37118983,3325,-0.2636719,128,55,-7.990057
21.38184667,3336,-0.1757812,128,55,8.7890625
21.39184523,3346,-0.2636719,128,55,-7.990057
21.40239739,3357,-0.2636719,128,55,0
21.41237736,3367,-0.2636719,128,55,0
21.42338181,3378,-0.1757812,128,55,8.7890625
21.43384504,3388,-0.1757812,128,55,0
21.44461751,3398,-0.1757812,128,55,0
21.45461488,3409,-0.1757812,128,55,0
21.46461368,3419,-0.1757812,128,55,0
21.4756155,3430,-0.1757812,128,55,0
21.48561668,3440,-0.1757812,128,55,0
21.49561477,3451,-0.2636719,128,55,-8.7890625
21.50661421,3461,-0.2636719,128,55,0
21.51661372,3471,-0.2636719,128,55,0
21.52761436,3482,-0.1757812,128,55,8.7890625
21.53761768,3492,-0.2636719,128,55,-7.990057
21.54861569,3503,-0.2636719,128,55,0
21.55861306,3513,-0.2636719,128,55,0
21.56914091,3524,-0.1757812,128,55,8.7890625
21.57914543,3534,-0.1757812,128,55,0
21.59014463,3544,-0.2636719,128,55,-7.990057
21.60014033,3555,-0.2636719,128,55,0
21.61114192,3565,-0.2636719,128,55,0
21.6211412,3576,-0.1757812,128,55,8.7890625
21.63165212,3586,-0.1757812,128,55,0
21.6416564,3597,-0.2636719,128,55,-8.7890625
21.65265155,3607,-0.1757812,128,55,8.7890625
21.66265154,3617,-0.2636719,128,55,-7.990057
21.67365098,3628,-0.2636719,128,55,0
21.68365264,3638,-0.1757812,128,55,7.990057
21.6946516,3649,-0.2636719,128,55,-8.7890625
21.70465064,3659,-0.1757812,128,55,7.990057
