,Gyr_x rads,gr_x (deg),0 index timestamp,gy_r offset,Gyro offset,Timestamp offset
41611,-0.064384,-3.688931468,29990,-10.54437028,,
41640,-0.103021,-5.902668501,30019,-12.75810732,,
41669,-0.116611,-6.681318145,30048,-13.53675696,,
41698,-0.101156,-5.795811872,30077,-12.65125069,,
41727,-0.097292,-5.57442098,30106,-12.42985979,,
41741,-0.084236,-4.826367283,30120,-11.6818061,,
41770,-0.036939,-2.116448799,30149,-8.971887614,,
41799,0.011291,0.646926646,30178,-6.208512168,,
41828,0.059388,3.402681754,30207,-3.452757061,,
41856,0.127469,7.303435719,30235,0.447996905,,
41885,0.191953,10.99809676,30264,4.142657951,,
41914,0.239516,13.72325593,30293,6.867817112,,
41943,0.250574,14.35683266,30322,7.501393841,,
41972,0.335576,19.22708851,30351,12.37164969,,
42001,0.347034,19.88358355,30380,13.02814473,,
42030,0.384205,22.01332497,30409,15.15788615,,
42059,0.320121,18.34158223,30438,11.48614342,,
42087,0.32625,18.69274807,30466,11.83730925,,
42116,0.286014,16.38739508,30495,9.531956267,,
42145,0.234587,13.44084503,30524,6.585406214,,
42173,0.194484,11.14311238,30552,4.287673569,,
42202,0.123605,7.082044827,30581,0.226606012,,
42231,0.057922,3.318686141,30610,-3.536752673,,
42259,0.009826,0.562988329,30638,-6.292450485,,
42288,-0.028412,-1.627887688,30667,-8.483326502,,
42317,-0.077707,-4.452283139,30696,-11.30772195,,
42331,-0.088899,-5.093537503,30710,-11.94897632,,
42360,-0.102488,-5.872129851,30739,-12.72756866,,
42389,-0.09596,-5.498103002,30768,-12.35354182,,
42418,-0.092229,-5.284332449,30797,-12.13977126,,
42447,-0.058655,-3.360683947,30826,-10.21612276,,
42476,-0.011092,-0.635524786,30855,-7.490963601,,
42505,0.031276,1.7919828,30884,-5.063456014,,
42534,0.088565,5.074400713,30913,-1.781038102,,
42563,0.158778,9.09730928,30942,2.241870465,,
42591,0.205143,11.7538281,30970,4.898389282,,
42620,0.250974,14.37975097,30999,7.524312153,,
42649,0.307864,17.63930786,31028,10.78386905,,
42678,0.327316,18.75382537,31057,11.89838655,,
42707,0.33944,19.4484794,31086,12.59304058,,
42736,0.348633,19.9751995,31115,13.11976068,,
42764,0.336109,19.25762716,31143,12.40218834,,
42793,0.29574,16.94465383,31172,10.08921502,,
42822,0.261766,14.99808702,31201,8.142648206,,
42851,0.249642,14.30343299,31230,7.447994175,,
42879,0.153049,8.769061759,31258,1.913622944,,
42908,0.099091,5.677496088,31287,-1.177942726,,
42937,0.047397,2.715648062,31316,-4.139790753,,
42965,-0.00856,-0.490451873,31344,-7.345890687,,
42994,-0.053326,-3.055354738,31373,-9.910793553,,
43023,-0.071179,-4.07825629,31402,-10.9336951,,
43052,-0.083969,-4.81106931,31431,-11.66650812,,
43081,-0.098358,-5.635498281,31460,-12.4909371,,
43110,-0.082104,-4.704212681,31489,-11.5596515,,
43139,-0.044266,-2.536254976,31518,-9.39169379,,
43168,-0.015622,-0.895074668,31547,-7.750513482,,
43196,0.033008,1.89121909,31575,-4.964219724,,
43225,0.096426,5.524802835,31604,-1.330635979,,
43254,0.14399,8.250019292,31633,1.394580478,,
43283,0.197016,11.2881853,31662,4.432746482,,
43312,0.249775,14.31105333,31691,7.455614514,,
43341,0.295074,16.90649484,31720,10.05105603,,
43369,0.311861,17.86831909,31748,11.01288028,,
43398,0.33038,18.92937964,31777,12.07394082,,
43427,0.333977,19.13547255,31806,12.28003374,,
43456,0.316391,18.12786898,31835,11.27243016,,
43485,0.292809,16.7767199,31864,9.921281089,,
43513,0.26523,15.1965596,31892,8.341120786,,
43542,0.204077,11.6927508,31921,4.837311981,,
43557,0.180761,10.3568424,31936,3.501403586,,
43585,0.122406,7.013347187,31964,0.157908373,,
43614,0.081637,4.677455552,31993,-2.177983262,,
43643,0.02608,1.49427393,32022,-5.361164885,,
43671,-0.021217,-1.215644554,32050,-8.071083368,,
43700,-0.052393,-3.001897776,32079,-9.85733659,,
43729,-0.069314,-3.971399661,32108,-10.82683848,,
43758,-0.089432,-5.124076153,32137,-11.97951497,,
43787,-0.072911,-4.17749258,32166,-11.03293139,,
43816,-0.059321,-3.398842936,32195,-10.25428175,,
43845,-0.03001,-1.719446343,32224,-8.574885157,,
43874,0.025813,1.478975957,32253,-5.376462858,,
43903,0.061386,3.517158721,32282,-3.338280093,,
43932,0.113346,6.494247425,32311,-0.36119139,,
43961,0.179829,10.30344273,32340,3.44800392,,
43990,0.214202,12.27287056,32369,5.417431749,,
44004,0.238584,13.66985626,32383,6.814417445,,
44033,0.277754,15.91413194,32412,9.058693129,,
44062,0.315458,18.07441201,32441,11.2189732,,
44091,0.319055,18.28050493,32470,11.42506612,,
44120,0.286147,16.39501542,32499,9.539576606,,
44148,0.319455,18.30342324,32527,11.44798443,,
44177,0.279486,16.01336823,32556,9.157929419,,
44206,0.241382,13.83016985,32585,6.974731036,,
44234,0.210605,12.06677764,32613,5.21133883,,
44249,0.189555,10.86070149,32628,4.005262671,,
44278,0.127735,7.318676396,32657,0.463237582,,
44306,0.070712,4.051499161,32685,-2.803939653,,
44335,0.037937,2.173629987,32714,-4.681808827,,
44364,-0.004164,-0.238579626,32743,-7.09401844,,
44392,-0.044932,-2.574413965,32771,-9.429852779,,
44421,-0.06545,-3.750008769,32800,-10.60544758,,
44450,-0.066116,-3.788167758,32829,-10.64360657,,
44479,-0.073977,-4.238569881,32858,-11.0940087,,
44508,-0.050395,-2.887420809,32887,-9.742859623,,
44537,-0.010958,-0.627847152,32916,-7.483285966,,
44566,0.017953,1.02863113,32945,-5.826807685,,
44595,0.060187,3.448461082,32974,-3.406977733,,
44623,0.081371,4.662214875,33002,-2.193223939,,
44652,0.176631,10.12021083,33031,3.264772017,,
44681,0.211271,12.10493663,33060,5.249497819,,
44710,0.254039,14.55536253,33089,7.699923717,,
44739,0.294674,16.88357653,33118,10.02813772,,
44767,0.301469,17.27290135,33146,10.41746254,,
44796,0.3048,17.4637536,33175,10.60831478,,
44825,0.317323,18.18126864,33204,11.32582983,,
44854,0.299204,17.14312641,33233,10.2876876,,
44883,0.259901,14.89123039,33262,8.035791577,,
44911,0.222063,12.72327269,33290,5.867833872,,
44940,0.187423,10.73854688,33319,3.883108069,,
44969,0.130933,7.501908299,33348,0.646469485,,
44998,0.113213,6.486627086,33377,-0.368811728,,
45026,0.03847,2.204168638,33405,-4.651270176,,
45055,0.005829,0.333977099,33434,-6.521461715,,
45084,-0.036539,-2.093530488,33463,-8.948969302,,
45113,-0.089831,-5.146937169,33492,-12.00237598,,
45141,-0.053459,-3.062975077,33520,-9.918413891,,
45170,-0.062919,-3.604993151,33549,-10.46043197,,
45185,-0.053726,-3.07827305,33564,-9.933711864,,
45214,-0.024814,-1.421737473,33593,-8.277176287,,
45243,0.005562,0.318679126,33622,-6.536759689,,
45271,0.039803,2.280543912,33650,-4.574894902,,
45300,0.090164,5.166016664,33679,-1.68942215,,
45329,0.113879,6.524786075,33708,-0.330652739,,
45358,0.18689,10.70800823,33737,3.852569419,,
45387,0.224328,12.85304763,33766,5.997608812,,
45416,0.257503,14.75383511,33795,7.898396298,,
45444,0.294141,16.85303788,33823,9.997599068,,
45473,0.297605,17.05151046,33852,10.19607165,,
45502,0.296273,16.97519248,33881,10.11975367,,
45531,0.301336,17.26528102,33910,10.4098422,,
45559,0.272558,15.61642307,33938,8.760984258,,
45588,0.239383,13.71563559,33967,6.860196773,,
45617,0.205409,11.76906877,33996,4.91362996,,
45646,0.16464,9.433177139,34025,2.577738325,,
45674,0.105752,6.059143275,34053,-0.796295539,,
45703,0.062319,3.570615683,34082,-3.284823131,,
45732,0.036339,2.082071332,34111,-4.773367483,,
45760,-0.00896,-0.513370184,34139,-7.368808999,,
45789,-0.03987,-2.284382729,34168,-9.139821543,,
45818,-0.042801,-2.452316659,34197,-9.307755473,,
45847,-0.05186,-2.971359126,34226,-9.82679794,,
45876,-0.047997,-2.750025529,34255,-9.605464344,,
45905,-0.023482,-1.345419495,34284,-8.200858309,,
45934,0.044599,2.555334471,34313,-4.300104344,,
45963,0.042467,2.433179869,34342,-4.422258946,,
45991,0.088832,5.089698686,34370,-1.765740129,,
46006,0.117743,6.746176967,34385,-0.109261847,,
46035,0.157579,9.02861164,34414,2.173172826,,
46063,0.19595,11.227108,34442,4.371669181,,
46092,0.23512,13.47138368,34471,6.615944865,,
46121,0.274423,15.7232797,34500,8.867840887,,
46150,0.280152,16.05152722,34529,9.196088408,,
46178,0.290144,16.62402665,34557,9.768587837,,
46207,0.297605,17.05151046,34586,10.19607165,,
46236,0.280685,16.08206587,34615,9.226627058,,
46265,0.248043,14.21181704,34644,7.356378224,,
46293,0.184225,10.55531498,34672,3.699876167,,
46322,0.189155,10.83778317,34701,3.98234436,,
46351,0.134663,7.715621557,34730,0.860182742,,
46379,0.088432,5.066780374,34758,-1.78865844,,
46408,0.051927,2.975197943,34787,-3.880240871,,
46422,0.041401,2.372102568,34801,-4.483336247,,
46451,0.0001,0.005729578,34830,-6.849709236,,
46480,-0.03041,-1.742364655,34859,-8.597803469,,
46509,-0.034141,-1.956135208,34888,-8.811574023,,
46537,-0.036672,-2.101150826,34916,-8.956589641,,
46566,-0.037871,-2.169848466,34945,-9.02528728,,
46595,-0.014822,-0.849238044,34974,-7.704676858,,
46624,0.018486,1.05916978,35003,-5.796269034,,
46653,0.043933,2.517175481,35032,-4.338263333,,
46682,0.094028,5.387407556,35061,-1.468031258,,
46711,0.135862,7.784319196,35090,0.928880382,,
46740,0.170636,9.776722633,35119,2.921283819,,
46769,0.20874,11.95992102,35148,5.104482201,,
46797,0.252307,14.45612624,35176,7.600687427,,
46826,0.264564,15.15840061,35205,8.302961797,,
46855,0.275489,15.784357,35234,8.928918188,,
46884,0.292009,16.73088328,35263,9.875444466,,
46912,0.273357,15.6622024,35291,8.806763586,,
46941,0.252839,14.4866076,35320,7.631168782,,
46970,0.229924,13.17367481,35349,6.318235995,,
46998,0.205542,11.77668911,35377,4.921250298,,
47027,0.157313,9.013370963,35406,2.157932148,,
47056,0.111348,6.379770457,35435,-0.475668357,,
47084,0.07391,4.234731064,35463,-2.62070775,,
47113,0.077907,4.463742295,35492,-2.39169652,,
47142,0.005029,0.288140475,35521,-6.567298339,,
47171,-0.020551,-1.177485565,35550,-8.032924379,,
47200,-0.020551,-1.177485565,35579,-8.032924379,,
47229,-0.036539,-2.093530488,35608,-8.948969302,,
47258,-0.03121,-1.788201279,35637,-8.643640093,,
47286,0.0001,0.005729578,35665,-6.849709236,,
47315,0.018885,1.082030796,35694,-5.773408018,,
47344,0.047264,2.708027723,35723,-4.147411091,,
47373,0.090963,5.211795992,35752,-1.643642822,,
47402,0.131599,7.540067288,35781,0.684628474,,
47430,0.163974,9.39501815,35809,2.539579336,,
47459,0.201012,11.51713923,35838,4.661700417,,
47488,0.247643,14.18889873,35867,7.333459912,,
47517,0.255504,14.63930085,35896,7.783862034,,
47546,0.267895,15.34925285,35925,8.493814038,,
47575,0.281484,16.1278452,35954,9.272406386,,
47603,0.270559,15.50188881,35982,8.646449995,,
47632,0.24791,14.2041967,36011,7.348757885,,
47661,0.227526,13.03627953,36040,6.180840715,,
47690,0.203944,11.68513046,36069,4.829691643,,
47704,0.215535,12.34924584,36083,5.493807023,,
47733,0.137994,7.906473798,36112,1.051034984,,
47761,0.09163,5.250012277,36140,-1.605426537,,
47790,0.063918,3.662231635,36169,-3.193207179,,
47818,0.037405,2.143148633,36197,-4.712290182,,
47847,0.000766,0.043888567,36226,-6.811550247,,
47876,-0.020151,-1.154567253,36255,-8.010006067,,
47905,-0.015488,-0.887397033,36284,-7.742835847,,
47934,-0.021484,-1.230942527,36313,-8.086381341,,
47963,-0.016154,-0.925556022,36342,-7.780994836,,
47992,-0.02215,-1.269101516,36371,-8.12454033,,
48020,0.046198,2.646950422,36399,-4.208488392,,
48049,0.068714,3.937022193,36428,-2.918416621,,
48078,0.106285,6.089681926,36457,-0.765756889,,
48107,0.15638,8.959914,36486,2.104475186,,
48136,0.18236,10.44845835,36515,3.593019538,,
48164,0.208873,11.96754135,36543,5.11210254,,
48193,0.246844,14.1431194,36572,7.287680584,,
48222,0.258568,14.81485512,36601,7.959416303,,
48251,0.263764,15.11256399,36630,8.257125173,,
48280,0.261766,14.99808702,36659,8.142648206,,
48309,0.262432,15.03624601,36688,8.180807195,,
48337,0.229258,13.13551582,36716,6.280077005,,
48366,0.201679,11.55535552,36745,4.699916702,,
48395,0.180495,10.34160172,36774,3.486162909,,
48424,0.138527,7.937012449,36803,1.081573634,,
48452,0.095893,5.494264185,36831,-1.361174629,,
48481,0.060986,3.494240409,36860,-3.361198405,,
48509,0.012357,0.708003947,36888,-6.147434867,,
48538,0.045132,2.585873121,36917,-4.269565693,,
48567,-0.011891,-0.681304114,36946,-7.536742928,,
48596,-0.011491,-0.658385802,36975,-7.513824617,,
48625,-0.012024,-0.688924453,37004,-7.544363267,,
48654,-0.008427,-0.482831534,37033,-7.338270348,,
48683,0.01702,0.975174167,37062,-5.880264647,,
48711,0.048329,2.769047728,37090,-4.086391086,,
48740,0.06898,3.952262871,37119,-2.903175943,,
48769,0.104953,6.013363947,37148,-0.842074867,,
48812,0.169703,9.723265671,37191,2.867826856,,
48841,0.189821,10.87594216,37220,4.020503349,,
48870,0.220597,12.63927707,37249,5.783838259,,
48899,0.253372,14.51714625,37278,7.661707433,,
48928,0.253506,14.52482388,37307,7.669385067,,
48957,0.253506,14.52482388,37336,7.669385067,,
48986,0.257503,14.75383511,37365,7.898396298,,
49014,0.237385,13.60115862,37393,6.745719805,,
49043,0.211271,12.10493663,37422,5.249497819,,
49071,0.187556,10.74616722,37450,3.890728408,,
49100,0.161043,9.22708422,37479,2.371645406,,
49115,0.137195,7.86069447,37494,1.005255656,,
49143,0.097625,5.593500475,37522,-1.261938339,,
49172,0.077374,4.433203644,37551,-2.42223517,,
49201,0.076708,4.395044655,37580,-2.460394159,,
49229,0.015288,0.875937877,37608,-5.979500937,,
49258,-0.0007,-0.040107046,37637,-6.89554586,,
49287,0.0001,0.005729578,37666,-6.849709236,,
49301,-0.003231,-0.185122664,37680,-7.040561478,,
49330,-0.004697,-0.269118276,37709,-7.124557091,,
49359,-0.021084,-1.208024215,37738,-8.063463029,,
49388,0.036472,2.08969167,37767,-4.765747144,,
49417,0.057656,3.303445464,37796,-3.551993351,,
49446,0.094161,5.395027895,37825,-1.460410919,,
49474,0.129601,7.425590321,37853,0.570151506,,
49503,0.154781,8.868298049,37882,2.012859235,,
49532,0.19102,10.9446398,37911,4.089200988,,
49561,0.224861,12.88358628,37940,6.028147463,,
49589,0.235919,13.51716301,37968,6.661724193,,
49618,0.237251,13.59348099,37997,6.738042171,,
49647,0.216068,12.37978449,38026,5.524345674,,
49676,0.252706,14.47898726,38055,7.623548443,,
49705,0.224994,12.89120662,38084,6.035767802,,
49733,0.207941,11.91414169,38112,5.058702874,,
49762,0.193951,11.11257373,38141,4.257134918,,
49791,0.151717,8.69274378,38170,1.837304966,,
49819,0.11761,6.738556629,38198,-0.116882186,,
49848,0.089898,5.150775987,38227,-1.704662828,,
49877,0.066982,3.837785903,38256,-3.017652911,,
49891,0.046997,2.69272975,38270,-4.162709064,,
49920,0.019418,1.112569447,38299,-5.742869368,,
49948,0.009959,0.570608668,38327,-6.284830146,,
49977,0.044333,2.540093793,38356,-4.315345021,,
50006,-0.000566,-0.032429411,38385,-6.887868225,,
50035,0.009692,0.555310695,38414,-6.300128119,,
50064,0.037538,2.150768971,38443,-4.704669843,,
50092,0.048596,2.784345701,38471,-4.071093113,,
50121,0.072844,4.173653763,38500,-2.681785051,,
50150,0.079639,4.562978585,38529,-2.29246023,,
50179,0.144256,8.265259969,38558,1.409821155,,
50208,0.164374,9.417936462,38587,2.562497647,,
50237,0.193685,11.09733305,38616,4.241894241,,
50265,0.226326,12.96752459,38644,6.11208578,,
50294,0.228858,13.11259751,38673,6.257158694,,
50323,0.236452,13.54770166,38702,6.692262843,,
50352,0.216867,12.42556382,38731,5.570125001,,
50381,0.233254,13.36446975,38760,6.50903094,,
50409,0.211937,12.14309562,38788,5.287656808,,
50438,0.192486,11.02863542,38817,4.173196601,,
50467,0.177164,10.15074948,38846,3.295310667,,
50481,0.15185,8.700364119,38860,1.844925305,,
50510,0.119608,6.853033596,38889,-0.002405218,,
50539,0.091363,5.234714304,38918,-1.620724511,,
50567,0.071778,4.112576462,38946,-2.742862352,,
50596,0.037271,2.135470998,38975,-4.719967816,,
50624,0.019418,1.112569447,39003,-5.742869368,,
50653,0.011158,0.639306308,39032,-6.216132506,,
50682,0.013423,0.769081248,39061,-6.086357566,,
50711,0.044999,2.578252782,39090,-4.277186032,,
50740,0.022349,1.280503376,39119,-5.574935438,,
50768,0.05206,2.982818281,39147,-3.872620533,,
50797,0.06565,3.761467925,39176,-3.093970889,,
50826,0.088699,5.082078347,39205,-1.773360467,,
50855,0.133731,7.66222189,39234,0.806783076,,
50883,0.152117,8.715662092,39262,1.860223278,,
50898,0.163575,9.372157134,39277,2.51671832,,
50927,0.186224,10.66984924,39306,3.81441043,,
50956,0.185957,10.65455127,39335,3.799112457,,
50984,0.229924,13.17367481,39363,6.318235995,,
51013,0.228192,13.07443852,39392,6.218999704,,
51042,0.238584,13.66985626,39421,6.814417445,,
51071,0.226859,12.99806324,39450,6.14262443,,
51099,0.205809,11.79198709,39478,4.936548272,,
51128,0.193951,11.11257373,39507,4.257134918,,
51157,0.174899,10.02097454,39536,3.165535727,,
51185,0.136795,7.837776158,39564,0.982337344,,
51214,0.106418,6.097302264,39593,-0.75813655,,
51242,0.074176,4.249971741,39621,-2.605467073,,
51271,0.063918,3.662231635,39650,-3.193207179,,
51300,0.040869,2.341621213,39679,-4.513817601,,
51329,0.022349,1.280503376,39708,-5.574935438,,
51357,0.01289,0.738542598,39736,-6.116896216,,
51386,0.026346,1.509514607,39765,-5.345924207,,
51415,0.023815,1.364498989,39794,-5.490939825,,
51444,0.036872,2.112609982,39823,-4.742828832,,
51472,0.066316,3.799626914,39851,-3.0558119,,
51501,0.088965,5.097319024,39880,-1.75811979,,
51530,0.106951,6.127840915,39909,-0.7275979,,
51559,0.141458,8.104946378,39938,1.249507564,,
51588,0.172767,9.898819939,39967,3.043381125,,
51602,0.171835,9.845420273,39981,2.989981458,,
51631,0.194751,11.15841036,40010,4.302971542,,
51660,0.214735,12.30340921,40039,5.4479704,,
51689,0.229391,13.14313616,40068,6.287697344,,
51718,0.222463,12.746191,40097,5.890752184,,
51746,0.217267,12.44848213,40125,5.593043313,,
51775,0.22113,12.66981572,40154,5.81437691,,
51804,0.193152,11.0667944,40183,4.21135559,,
51833,0.169037,9.685106682,40212,2.829667867,,
51861,0.140925,8.074407728,40240,1.218968914,,
51890,0.13453,7.708001218,40269,0.852562404,,
51919,0.092163,5.280550927,40298,-1.574887887,,
51947,0.066982,3.837785903,40326,-3.017652911,,
51976,0.058722,3.364522765,40355,-3.49091605,,
52005,0.076441,4.379746682,40384,-2.475692132,,
52033,0.023682,1.35687865,40412,-5.498560164,,
52062,0.019152,1.097328769,40441,-5.758110045,,
52091,0.038337,2.196548299,40470,-4.658890515,,
52120,0.036738,2.104932348,40499,-4.750506466,,
52149,0.048862,2.799586379,40528,-4.055852436,,
52177,0.077774,4.456121956,40556,-2.399316858,,
52206,0.103887,5.952286646,40585,-0.903152168,,
52235,0.120674,6.914110897,40614,0.058672083,,
52264,0.150385,8.616425802,40643,1.760986988,,
52293,0.182627,10.46375633,40672,3.608317511,,
52321,0.188489,10.79962418,40700,3.94418537,,
52350,0.201412,11.54005754,40729,4.684618729,,
52379,0.222996,12.77672965,40758,5.921290834,,
52408,0.248443,14.23473535,40787,7.379296535,,
52437,0.208074,11.92176203,40816,5.066323212,,
52466,0.199147,11.4102826,40845,4.554843788,,
52494,0.194884,11.16603069,40873,4.31059188,,
52523,0.167039,9.570629714,40902,2.7151909,,
52552,0.139593,7.99808975,40931,1.142650935,,
52580,0.129334,7.410292348,40959,0.554853533,,
52609,0.097625,5.593500475,40988,-1.261938339,,
52638,0.06938,3.975181183,41017,-2.880257632,,
52667,0.065383,3.746169952,41046,-3.109268862,,
52695,0.045665,2.616411771,41074,-4.239027043,,
52724,0.029677,1.700366849,41103,-5.155071966,,
52753,0.030477,1.746203472,41132,-5.109235342,,
52782,0.046198,2.646950422,41161,-4.208488392,,
52796,0.040336,2.311082562,41175,-4.544356252,,
52825,0.049395,2.830125029,41204,-4.025313785,,
52854,0.075642,4.333967354,41233,-2.52147146,,
52883,0.091763,5.257632615,41262,-1.597806199,,
52911,0.108816,6.234697543,41290,-0.620741271,,
52940,0.114412,6.555324726,41319,-0.300114089,,
52969,0.159444,9.135468269,41348,2.280029454,,
52998,0.1741,9.975195213,41377,3.119756399,,
53027,0.204876,11.73853012,41406,4.883091309,,
53055,0.206741,11.84538675,41434,4.989947938,,
53084,0.207141,11.86830506,41463,5.01286625,,
53113,0.209939,12.02861866,41492,5.173179841,,
53142,0.205542,11.77668911,41521,4.921250298,,
53170,0.185158,10.60877194,41549,3.753333129,,
53199,0.16997,9.738563644,41578,2.88312483,,
53228,0.163708,9.379777473,41607,2.524338658,,
53257,0.128668,7.372133358,41636,0.516694544,,
53285,0.101222,5.799593394,41664,-1.05584542,,
53314,0.092296,5.288171266,41693,-1.567267548,,
53343,0.071512,4.097335785,41722,-2.75810303,,
53371,0.049129,2.814884352,41750,-4.040554463,,
53400,0.039003,2.234707288,41779,-4.620731526,,
53429,0.046464,2.662191099,41808,-4.193247715,,
53458,0.034607,1.982835042,41837,-4.872603773,,
53486,0.044865,2.570575148,41865,-4.284863666,,
53515,0.067648,3.875944893,41894,-2.979493922,,
53544,0.075642,4.333967354,41923,-2.52147146,,
53573,0.090963,5.211795992,41952,-1.643642822,,
53601,0.118676,6.799633929,41980,-0.055804885,,
53616,0.139193,7.975171438,41995,1.119732624,,
53645,0.150784,8.639286818,42024,1.783848004,,
53674,0.162375,9.303402198,42053,2.447963384,,
53702,0.193019,11.05917407,42081,4.203735252,,
53731,0.195284,11.18894901,42110,4.333510192,,
53760,0.201279,11.5324372,42139,4.67699839,,
53789,0.205809,11.79198709,42168,4.936548272,,
53818,0.208473,11.94462304,42197,5.089184228,,
53847,0.189155,10.83778317,42226,3.98234436,,
53875,0.170503,9.769102294,42254,2.91366348,,
53904,0.165307,9.471393424,42283,2.61595461,,
53933,0.137461,7.875935148,42312,1.020496333,,
53961,0.109483,6.272913828,42340,-0.582524986,,
53975,0.106951,6.127840915,42354,-0.7275979,,
54004,0.095493,5.471345873,42383,-1.384092941,,
54033,0.069513,3.982801521,42412,-2.872637293,,
54062,0.051394,2.944659292,42441,-3.910779522,,
54090,0.051793,2.967520308,42469,-3.887918506,,
54119,0.053525,3.066756598,42498,-3.788682216,,
54148,0.043,2.463718519,42527,-4.391720295,,
54177,0.050594,2.898822669,42556,-3.956616146,,
54206,0.074176,4.249971741,42585,-2.605467073,,
54235,0.080838,4.631676224,42614,-2.22376259,,
54263,0.092962,5.326330255,42642,-1.529108559,,
54292,0.124005,7.104963139,42671,0.249524324,,
54321,0.148519,8.509511878,42700,1.654073063,,
54350,0.158245,9.066770629,42729,2.211331815,,
54378,0.167172,9.578250053,42757,2.722811239,,
54407,0.193418,11.08203508,42786,4.226596268,,
54436,0.202345,11.59351451,42815,4.738075691,,
54465,0.194884,11.16603069,42844,4.31059188,,
54494,0.192885,11.05149643,42873,4.196057617,,
54522,0.201412,11.54005754,42901,4.684618729,,
54551,0.177963,10.19652881,42930,3.341089995,,
54580,0.158645,9.089688941,42959,2.234250127,,
54608,0.14279,8.181264357,42987,1.325825542,,
54623,0.142391,8.158403341,43002,1.302964526,,
54651,0.119209,6.83017258,43030,-0.025266234,,
54680,0.092962,5.326330255,43059,-1.529108559,,
54709,0.076441,4.379746682,43088,-2.475692132,,
54738,0.076308,4.372126343,43117,-2.483312471,,
54766,0.054591,3.127833899,43145,-3.727604915,,
54795,0.046464,2.662191099,43174,-4.193247715,,
54824,0.056323,3.22707019,43203,-3.628368625,,
54853,0.061786,3.540077033,43232,-3.315361781,,
54881,0.061253,3.509538383,43260,-3.345900432,,
54910,0.045931,2.631652449,43289,-4.223786365,,
54939,0.10482,6.005743609,43318,-0.849695206,,
54968,0.110815,6.349231807,43347,-0.506207007,,
54996,0.131466,7.532446949,43375,0.677008135,,
55025,0.16091,9.219463881,43404,2.364025067,,
55040,0.16051,9.19654557,43419,2.341106755,,
55068,0.16957,9.715645332,43447,2.860206518,,
55097,0.148253,8.4942712,43476,1.638832386,,
55126,0.194084,11.12019407,43505,4.264755257,,
55155,0.188222,10.78432621,43534,3.928887397,,
55184,0.150118,8.601127829,43563,1.745689015,,
55213,0.189555,10.86070149,43592,4.005262671,,
55241,0.166905,9.56295208,43620,2.707513265,,
55270,0.15678,8.982832312,43649,2.127393498,,
55299,0.149718,8.578209517,43678,1.722770703,,
55327,0.11721,6.715638317,43706,-0.139800497,,
55356,0.097092,5.562961824,43735,-1.29247699,,
55385,0.094694,5.425566545,43764,-1.429872269,,
55414,0.074576,4.272890053,43793,-2.582548761,,
55442,0.057789,3.311065802,43821,-3.544373012,,
55471,0.058189,3.333984114,43850,-3.5214547,,
55500,0.065383,3.746169952,43879,-3.109268862,,
55529,0.058988,3.379763442,43908,-3.475675372,,
55558,0.063118,3.616395011,43937,-3.239043803,,
55586,0.090431,5.181314637,43965,-1.674124177,,
55615,0.094028,5.387407556,43994,-1.468031258,,
55630,0.096426,5.524802835,44009,-1.330635979,,
55658,0.115345,6.608781688,44037,-0.246657126,,
55687,0.141858,8.12786469,44066,1.272425876,,
55716,0.151184,8.66220513,44095,1.806766316,,
55745,0.160643,9.204165908,44124,2.348727094,,
55774,0.17823,10.21182678,44153,3.356387968,,
55803,0.185691,10.63931059,44182,3.783871779,,
55832,0.179562,10.28814476,44211,3.432705947,,
55860,0.187556,10.74616722,44239,3.890728408,,
55889,0.189155,10.83778317,44268,3.98234436,,
55918,0.167305,9.585870391,44297,2.730431577,,
55946,0.15145,8.677445807,44325,1.822006993,,
55975,0.116011,6.646940677,44354,-0.208498137,,
56004,0.12627,7.234738079,44383,0.379299265,,
56032,0.107218,6.143138888,44411,-0.712299926,,
56061,0.088166,5.051539697,44440,-1.803899118,,
56089,0.09083,5.204175653,44468,-1.651263161,,
56118,0.071112,4.074417473,44497,-2.781021341,,
56147,0.059787,3.42554277,44526,-3.429896044,,
56176,0.06112,3.501918044,44555,-3.35352077,,
56205,0.072178,4.135494774,44584,-2.719944041,,
56233,0.065117,3.730929275,44612,-3.12450954,,
56262,0.045665,2.616411771,44641,-4.239027043,,
56291,0.09576,5.486643846,44670,-1.368794968,,
56320,0.102555,5.875968668,44699,-0.979470146,,
56348,0.118276,6.776715618,44727,-0.078723197,,
56377,0.145588,8.341577948,44756,1.486139134,,
56406,0.149052,8.540050528,44785,1.684611714,,
56435,0.159578,9.143145903,44814,2.287707089,,
56464,0.174899,10.02097454,44843,3.165535727,,
56492,0.188622,10.80724452,44871,3.951805709,,
56521,0.17783,10.18890847,44900,3.333469657,,
56550,0.179696,10.2958224,44929,3.440383581,,
56578,0.215135,12.32632753,44957,5.470888711,,
56607,0.160643,9.204165908,44986,2.348727094,,
56636,0.146254,8.379736937,45015,1.524298123,,
56664,0.145322,8.32633727,45043,1.470898456,,
56693,0.124138,7.112583477,45072,0.257144663,,
56722,0.106685,6.112600237,45101,-0.742838577,,
56750,0.094028,5.387407556,45129,-1.468031258,,
56765,0.097892,5.608798448,45144,-1.246640366,,
56793,0.084568,4.845389482,45172,-2.010049332,,
56822,0.066849,3.830165565,45201,-3.02527325,,
56850,0.064317,3.685092651,45229,-3.170346163,,
