,Gyr_x rads,gr_x (deg),0 index timestamp,gy_r offset,Gyro offset,Timestamp offset
26532,-0.093828,-5.3759484,14911,-12.23138721,,
26561,0.040735,2.333943578,14940,-4.521495236,,
26589,0.177564,10.17366779,14968,3.318228979,,
26618,0.332112,19.02861593,14997,12.17317711,,
26647,0.464677,26.62403094,15026,19.76859212,,
26676,0.553676,31.72329802,15055,24.8678592,,
26705,0.626287,35.88360186,15084,29.02816305,,
26734,0.678513,38.87593124,15113,32.02049243,,
26762,0.680112,38.9675472,15141,32.11210838,,
26791,0.641342,36.74618982,15170,29.89075101,,
26820,0.571662,32.75381991,15199,25.89838109,,
26849,0.485061,27.79194811,15228,20.93650929,,
26877,0.349299,20.01335849,15256,13.15791967,,
26906,0.20914,11.98283933,15285,5.127400513,,
26935,0.045532,2.608791433,15314,-4.246647381,,
26964,-0.026813,-1.536271736,15343,-8.39171055,,
26992,-0.162043,-9.28438,15371,-16.13981881,,
27021,-0.291144,-16.68132243,15400,-23.53676124,,
27035,-0.362822,-20.78816931,15414,-27.64360813,,
27064,-0.393066,-22.52102287,15443,-29.37646168,,
27093,-0.425707,-24.39121441,15472,-31.24665322,,
27122,-0.415182,-23.78817633,15501,-30.64361514,,
27151,-0.353896,-20.27674719,15530,-27.132186,,
27180,-0.279952,-16.04006807,15559,-22.89550688,,
27209,-0.17843,-10.22328594,15588,-17.07872475,,
27238,-0.041735,-2.391239358,15617,-9.246678172,,
27267,0.095227,5.456105196,15646,-1.399333619,,
27295,0.228192,13.07443852,15674,6.218999704,,
27324,0.367818,21.07441903,15703,14.21898021,,
27353,0.493189,28.2576482,15732,21.40220939,,
27382,0.570729,32.70036295,15761,25.84492413,,
27411,0.624688,35.79198591,15790,28.9365471,,
27440,0.668254,38.28813384,15819,31.43269503,,
27468,0.650668,37.28053026,15847,30.42509145,,
27497,0.59551,34.12020966,15876,27.26477084,,
27526,0.524764,30.06676244,15905,23.21132363,,
27555,0.433235,24.82253704,15934,17.96709822,,
27583,0.295873,16.95227417,15962,10.09683536,,
27612,0.159578,9.143145903,15991,2.287707089,,
27641,0.027945,1.601130558,16020,-5.254308256,,
27669,-0.097292,-5.57442098,16048,-12.42985979,,
27698,-0.223995,-12.83396813,16077,-19.68940695,,
27727,-0.319122,-18.28434375,16106,-25.13978256,,
27756,-0.366286,-20.98664189,16135,-27.84208071,,
27785,-0.402525,-23.06298365,16164,-29.91842246,,
27813,-0.40106,-22.97904533,16192,-29.83448415,,
27843,-0.344836,-19.75764742,16222,-26.61308624,,
27872,-0.277288,-15.88743211,16251,-22.74287092,,
27901,-0.182161,-10.43705649,16280,-17.29249531,,
27930,-0.045332,-2.597332277,16309,-9.452771091,,
27958,0.081371,4.662214875,16337,-2.193223939,,
27987,0.207274,11.8759254,16366,5.020486589,,
28016,0.344236,19.72326996,16395,12.86783114,,
28045,0.46561,26.6774879,16424,19.82204908,,
28074,0.542218,31.06680298,16453,24.21136416,,
28103,0.610699,34.99047525,16482,28.13503644,,
28131,0.647337,37.08967802,16510,30.23423921,,
28160,0.636279,36.45610129,16539,29.60066248,,
28189,0.586983,33.63164855,16568,26.77620973,,
28218,0.518236,29.69273559,16597,22.83729678,,
28246,0.434833,24.91409569,16625,18.05865688,,
28275,0.305599,17.50953292,16654,10.65409411,,
28304,0.173967,9.967574875,16683,3.11213606,,
28332,0.041668,2.387400541,16711,-4.468038273,,
28361,-0.071845,-4.116415279,16740,-10.97185409,,
28390,-0.200547,-11.49049669,16769,-18.34593551,,
28419,-0.294075,-16.84925636,16798,-23.70469517,,
28447,-0.344037,-19.7118681,16826,-26.56730691,,
28476,-0.382674,-21.92560513,16855,-28.78104394,,
28505,-0.385871,-22.10877974,16884,-28.96421855,,
28534,-0.340573,-19.51339552,16913,-26.36883433,,
28563,-0.268628,-15.39125066,16942,-22.24668947,,
28592,-0.18296,-10.48283582,16971,-17.33827463,,
28621,-0.064784,-3.71184978,17000,-10.56728859,,
28650,0.072711,4.166033424,17029,-2.68940539,,
28679,0.192752,11.04387609,17058,4.188437278,,
28708,0.286813,16.43317441,17087,9.577735595,,
28736,0.444293,25.45611377,17115,18.60067495,,
28765,0.520901,29.84542884,17144,22.98999003,,
28794,0.583786,33.44847394,17173,26.59303512,,
28823,0.627885,35.97516052,17202,29.11972171,,
28852,0.617493,35.37974278,17231,28.52430396,,
28880,0.581787,33.33393968,17259,26.47850086,,
28909,0.521034,29.85304918,17288,22.99761037,,
28938,0.434567,24.89885502,17317,18.0434162,,
28967,0.312394,17.89885775,17346,11.04341893,,
28995,0.182893,10.478997,17374,3.623558188,,
29024,0.067115,3.845406242,17403,-3.010032572,,
29053,-0.023216,-1.330178817,17432,-8.185617631,,
29067,-0.12234,-7.009565666,17446,-13.86500448,,
29096,-0.195484,-11.20040816,17475,-18.05584698,,
29125,-0.297672,-17.05534928,17504,-23.91078809,,
29154,-0.348566,-19.97136068,17533,-26.8267995,,
29183,-0.373614,-21.40650537,17562,-28.26194418,,
29212,-0.353762,-20.26906955,17591,-27.12450837,,
29241,-0.263965,-15.12408044,17620,-21.97951925,,
29270,-0.232922,-13.34544756,17649,-20.20088637,,
29298,-0.132599,-7.597363068,17677,-14.45280188,,
29327,0.000899,0.051508906,17706,-6.803929908,,
29356,0.115345,6.608781688,17735,-0.246657126,,
29385,0.239117,13.70039491,17764,6.844956096,,
29414,0.371548,21.28813229,17793,14.43269347,,
29443,0.460547,26.38739937,17822,19.53196055,,
29472,0.533824,30.5858622,17851,23.73042339,,
29500,0.558738,32.01332925,17879,25.15789044,,
29529,0.613896,35.17364986,17908,28.31821105,,
29558,0.589115,33.75380315,17937,26.89836433,,
29587,0.551277,31.58584544,17966,24.73040663,,
29615,0.483862,27.72325047,17994,20.86781165,,
29644,0.370616,21.23473262,18023,14.37929381,,
29673,0.256437,14.69275781,18052,7.837318997,,
29701,0.15185,8.700364119,18080,1.844925305,,
29730,0.018219,1.043871807,18109,-5.811567007,,
29759,-0.103288,-5.917966474,18138,-12.77340529,,
29788,-0.202279,-11.58973298,18167,-18.4451718,,
29816,-0.271159,-15.53626628,18195,-22.39170509,,
29845,-0.334044,-19.13931137,18224,-25.99475019,,
29874,-0.356427,-20.4217628,18253,-27.27720162,,
29903,-0.336309,-19.26908631,18282,-26.12452513,,
29932,-0.294608,-16.87979501,18311,-23.73523383,,
29961,-0.231856,-13.28437025,18340,-20.13980907,,
29990,-0.138061,-7.910312615,18369,-14.76575143,,
30019,-0.010692,-0.612606475,18398,-7.468045289,,
30047,0.099357,5.692736765,18426,-1.162702049,,
30076,0.218333,12.50955943,18455,5.654120614,,
30105,0.342637,19.63165401,18484,12.77621519,,
30134,0.43923,25.16602524,18513,18.31058642,,
30163,0.509976,29.21947245,18542,22.36403364,,
30191,0.578856,33.16600575,18570,26.31056693,,
30220,0.624155,35.76144726,18599,28.90600845,,
30249,0.574993,32.94467215,18628,26.08923334,,
30278,0.53982,30.9294077,18657,24.07396888,,
30306,0.480132,27.50953721,18685,20.65409839,,
30335,0.380875,21.82253002,18714,14.96709121,,
30364,0.267895,15.34925285,18743,8.493814038,,
30393,0.159444,9.135468269,18772,2.280029454,,
30421,0.040336,2.311082562,18800,-4.544356252,,
30450,-0.083569,-4.788150998,18829,-11.64358981,,
30479,-0.181628,-10.40651784,18858,-17.26195666,,
30508,-0.250375,-14.3454308,18887,-21.20086961,,
30536,-0.307798,-17.63552634,18915,-24.49096516,,
30565,-0.340306,-19.49809754,18944,-26.35353636,,
30594,-0.360424,-20.65077404,18973,-27.50621285,,
30623,-0.287014,-16.44469086,19002,-23.30012968,,
30638,-0.26543,-15.20801876,19017,-22.06345757,,
30666,-0.189089,-10.83400165,19045,-17.68944047,,
30696,-0.076375,-4.37596516,19075,-11.23140397,,
30724,0.027279,1.562971569,19103,-5.292467245,,
30753,0.141192,8.089705701,19132,1.234266887,,
30782,0.267495,15.32633454,19161,8.470895727,,
30811,0.370483,21.22711228,19190,14.37167347,,
30839,0.45162,25.87591994,19218,19.02048113,,
30868,0.529028,30.31107164,19247,23.45563283,,
30897,0.56913,32.60874699,19276,25.75330818,,
30926,0.572461,32.79959924,19305,25.94416042,,
30955,0.549545,31.48660915,19334,24.63117034,,
30983,0.514372,29.4713447,19362,22.61590589,,
31012,0.430836,24.68508446,19391,17.82964565,,
31041,0.329314,18.86830233,19420,12.01286352,,
31069,0.223795,12.82250898,19448,5.967070162,,
31098,0.123872,7.0973428,19477,0.241903986,,
31127,-0.006295,-0.360676932,19506,-7.216115746,,
31156,-0.111282,-6.375988936,19535,-13.23142775,,
31170,-0.153116,-8.772900576,19549,-15.62833939,,
31199,-0.224928,-12.88742509,19578,-19.74286391,,
31228,-0.291277,-16.68894277,19607,-23.54438158,,
31256,-0.32272,-18.49049396,19635,-25.34593278,,
31285,-0.305932,-17.52861242,19664,-24.38405123,,
31314,-0.286614,-16.42177255,19693,-23.27721136,,
31343,-0.227193,-13.01720003,19722,-19.87263885,,
31372,-0.12687,-7.269115547,19751,-14.12455436,,
31401,-0.032942,-1.887437569,19780,-8.742876383,,
31430,0.06938,3.975181183,19809,-2.880257632,,
31459,0.189155,10.83778317,19838,3.98234436,,
31488,0.29574,16.94465383,19867,10.08921502,,
31516,0.388202,22.2423362,19895,15.38689738,,
31545,0.474536,27.18891003,19924,20.33347121,,
31574,0.530227,30.37976928,19953,23.52433047,,
31603,0.550878,31.56298443,19982,24.70754561,,
31631,0.550744,31.55530679,20010,24.69986798,,
31660,0.532625,30.51716456,20039,23.66172575,,
31689,0.462679,26.50955397,20068,19.65411516,,
31718,0.37781,21.64691846,20097,14.79147964,,
31746,0.289611,16.593488,20125,9.738049186,,
31775,0.189022,10.83016284,20154,3.974724021,,
31804,0.064717,3.708010963,20183,-3.147427851,,
31833,-0.040802,-2.337782396,20212,-9.19322121,,
31862,-0.126337,-7.238576896,20241,-14.09401571,,
31890,-0.211338,-12.10877545,20269,-18.96421426,,
31919,-0.273291,-15.65842088,20298,-22.51385969,,
31948,-0.301403,-17.26911983,20327,-24.12455865,,
31977,-0.290344,-16.63548581,20356,-23.49092462,,
32006,-0.273557,-15.67366156,20385,-22.52910037,,
32035,-0.222929,-12.77289083,20414,-19.62832965,,
32063,-0.138461,-7.933230927,20442,-14.78866974,,
32093,-0.038804,-2.223305428,20472,-9.078744242,,
32121,0.057123,3.272906813,20500,-3.582532001,,
32150,0.175565,10.05913353,20529,3.203694716,,
32179,0.286147,16.39501542,20558,9.539576606,,
32208,0.367152,21.03626004,20587,14.18082123,,
32237,0.445625,25.53243175,20616,18.67699293,,
32265,0.513839,29.44080605,20644,22.58536723,,
32294,0.531826,30.47138524,20673,23.61594642,,
32323,0.53036,30.38738962,20702,23.53195081,,
32352,0.515971,29.56296065,20731,22.70752184,,
32380,0.459481,26.32632207,20759,19.47088325,,
32409,0.381674,21.86830935,20788,15.01287054,,
32438,0.302268,17.31868068,20817,10.46324187,,
32467,0.196083,11.23472833,20846,4.37928952,,
32495,0.11348,6.501925059,20874,-0.353513755,,
32524,-0.056657,-3.24620698,20903,-10.10164579,,
32553,-0.102355,-5.864509512,20932,-12.71994833,,
32581,-0.191753,-10.98663761,20960,-17.84207642,,
32610,-0.255571,-14.64313967,20989,-21.49857848,,
32625,-0.268894,-15.40649134,21004,-22.26193015,,
32653,-0.275156,-15.76527751,21032,-22.62071632,,
32682,-0.273557,-15.67366156,21061,-22.52910037,,
32711,-0.245978,-14.09350125,21090,-20.94894007,,
32740,-0.168571,-9.658406848,21119,-16.51384566,,
32769,-0.095294,-5.459944013,21148,-12.31538283,,
32798,-0.003897,-0.223281653,21177,-7.078720467,,
32827,0.112547,6.448468097,21206,-0.406970717,,
32856,0.207408,11.88360304,21235,5.028164223,,
32884,0.3044,17.44083528,21263,10.58539647,,
32913,0.397928,22.79959495,21292,15.94415614,,
32942,0.466676,26.7385652,21321,19.88312639,,
32971,0.499051,28.59351606,21350,21.73807725,,
32999,0.528495,30.28053299,21378,23.42509418,,
33028,0.555408,31.82253431,21407,24.96709549,,
33057,0.477201,27.34160328,21436,20.48616447,,
33086,0.38647,22.14309991,21465,15.28766109,,
33115,0.354628,20.3186877,21494,13.46324888,,
33143,0.251374,14.40266928,21522,7.547230465,,
33172,0.144789,8.29579862,21551,1.440359806,,
33201,0.052193,2.99043862,21580,-3.865000194,,
33230,-0.0432,-2.475177675,21609,-9.330616489,,
33258,-0.139127,-7.971389916,21637,-14.82682873,,
33273,-0.176165,-10.093511,21652,-16.94894981,,
33301,-0.220798,-12.65079352,21680,-19.50623234,,
33330,-0.258236,-14.79583292,21709,-21.65127173,,
33359,-0.273957,-15.69657987,21738,-22.55201868,,
33388,-0.251308,-14.39888776,21767,-21.25432657,,
33417,-0.196683,-11.2691058,21796,-18.12454462,,
33446,-0.142058,-8.139323846,21825,-14.99476266,,
33474,-0.064118,-3.673690791,21853,-10.52912961,,
33503,0.051394,2.944659292,21882,-3.910779522,,
33532,0.144389,8.272880308,21911,1.417441494,,
33561,0.237118,13.58586065,21940,6.730421832,,
33590,0.337575,19.34162277,21969,12.48618395,,
33619,0.417913,23.9446511,21998,17.08921229,,
33648,0.467209,26.76910385,22027,19.91366504,,
33677,0.496386,28.44082281,22056,21.585384,,
33705,0.51264,29.37210841,22084,22.5166696,,
33734,0.48666,27.88356406,22113,21.02812524,,
33763,0.446424,25.57821107,22142,18.72277226,,
33792,0.390334,22.3644908,22171,15.50905199,,
33820,0.3044,17.44083528,22199,10.58539647,,
33849,0.206342,11.82252574,22228,4.967086922,,
33877,0.106418,6.097302264,22256,-0.75813655,,
33906,0.021816,1.249964726,22285,-5.605474088,,
33935,-0.071312,-4.085876629,22314,-10.94131544,,
33963,-0.154315,-8.841598216,22342,-15.69703703,,
33992,-0.215202,-12.33016634,22371,-19.18560516,,
34021,-0.239184,-13.70423373,22400,-20.55967254,,
34035,-0.245712,-14.07826058,22414,-20.93369939,,
34064,-0.251574,-14.41412844,22443,-21.26956725,,
34094,-0.222663,-12.75765015,22473,-19.61308897,,
34122,-0.165107,-9.459934268,22501,-16.31537308,,
34137,-0.133531,-7.650762734,22516,-14.50620155,,
34166,-0.063585,-3.64315214,22545,-10.49859095,,
34195,0.037538,2.150768971,22574,-4.704669843,,
34224,0.138127,7.914094137,22603,1.058655323,,
34253,0.222196,12.73089302,22632,5.87545421,,
34282,0.314925,18.04387336,22661,11.18843455,,
34310,0.40459,23.18129943,22689,16.32586062,,
34339,0.445625,25.53243175,22718,18.67699293,,
34368,0.4788,27.43321923,22747,20.57778042,,
34397,0.501849,28.75382965,22776,21.89839084,,
34425,0.484529,27.76146675,22804,20.90602794,,
34454,0.438297,25.11256827,22833,18.25712946,,
34483,0.381541,21.86068901,22862,15.0052502,,
34512,0.314392,18.01333471,22891,11.1578959,,
34540,0.216467,12.4026455,22919,5.54720669,,
34569,0.115744,6.631642704,22948,-0.22379611,,
34598,0.026213,1.501894268,22977,-5.353544546,,
34627,-0.053592,-3.070595416,23006,-9.92603423,,
34655,-0.138994,-7.963769578,23034,-14.81920839,,
34684,-0.198148,-11.35304412,23063,-18.20848293,,
34713,-0.227859,-13.05535902,23092,-19.91079784,,
34727,-0.225194,-12.90266577,23106,-19.75810459,,
34756,-0.242781,-13.91032665,23135,-20.76576546,,
34785,-0.217067,-12.43702297,23164,-19.29246179,,
34814,-0.153383,-8.788198549,23193,-15.64363736,,
34843,-0.099158,-5.681334905,23222,-12.53677372,,
34872,-0.019352,-1.108787925,23251,-7.964226739,,
34901,0.074709,4.280510392,23280,-2.574928423,,
34929,0.178763,10.24236543,23308,3.386926619,,
34958,0.259634,14.87593242,23337,8.020493604,,
34987,0.332512,19.05153424,23366,12.19609542,,
35016,0.414849,23.76909684,23395,16.91365802,,
35044,0.45695,26.18130645,23423,19.32586763,,
35073,0.468274,26.83012386,23452,19.97468504,,
35102,0.480931,27.55531654,23481,20.69987772,,
35131,0.460947,26.41031768,23510,19.55487886,,
35159,0.403524,23.12022213,23538,16.26478332,,
35188,0.337974,19.36448379,23567,12.50904497,,
35217,0.270959,15.52480712,23596,8.669368307,,
35246,0.211405,12.11261427,23625,5.257175454,,
35274,0.11348,6.501925059,23653,-0.353513755,,
35303,-0.005229,-0.299599631,23682,-7.155038445,,
35317,-0.033874,-1.940837235,23696,-8.796276049,,
35346,-0.119142,-6.826333763,23725,-13.68177258,,
35375,-0.179896,-10.30728155,23754,-17.16272037,,
35404,-0.207741,-11.90268253,23783,-18.75812135,,
35433,-0.221064,-12.6660342,23812,-19.52147302,,
35462,-0.220398,-12.62787521,23841,-19.48331403,,
35491,-0.187357,-10.73476536,23870,-17.59020418,,
35520,-0.121274,-6.948488365,23899,-13.80392718,,
35549,-0.06092,-3.490458888,23928,-10.3458977,,
35578,0.017953,1.02863113,23957,-5.826807685,,
35606,0.121074,6.937029209,23985,0.081590395,,
35635,0.207941,11.91414169,24014,5.058702874,,
35664,0.279219,15.99807026,24043,9.142631446,,
35693,0.356094,20.40268331,24072,13.5472445,,
35722,0.422843,24.2271193,24101,17.37168048,,
35750,0.448156,25.67744736,24129,18.82200855,,
35779,0.463611,26.56295364,24158,19.70751482,,
35808,0.465743,26.68510824,24187,19.82966942,,
35837,0.428172,24.53244851,24216,17.67700969,,
35865,0.371016,21.25765093,24244,14.40221212,,
35894,0.300403,17.21182405,24273,10.35638524,,
35923,0.232455,13.31869043,24302,6.463251612,,
35952,0.13866,7.944632787,24331,1.089193973,,
35980,0.078307,4.486660606,24359,-2.368778208,,
36009,-0.027746,-1.589728698,24388,-8.445167513,,
36038,-0.097026,-5.559180303,24417,-12.41461912,,
36066,-0.165373,-9.475174945,24445,-16.33061376,,
36095,-0.194151,-11.12403289,24474,-17.9794717,,
36124,-0.204543,-11.71945063,24503,-18.57488944,,
36153,-0.208274,-11.93322118,24532,-18.78866,,
36182,-0.179096,-10.26144493,24561,-17.11688374,,
36211,-0.115278,-6.604942871,24590,-13.46038168,,
36240,-0.059854,-3.429381587,24619,-10.2848204,,
36269,0.013023,0.746162937,24648,-6.109275878,,
36298,0.107351,6.150759227,24677,-0.704679588,,
36327,0.195417,11.19656935,24706,4.341130531,,
36356,0.268294,15.37211387,24735,8.516675054,,
36384,0.335976,19.25000682,24763,12.394568,,
36413,0.410186,23.50192662,24792,16.6464878,,
36442,0.434567,24.89885502,24821,18.0434162,,
36471,0.446691,25.59350905,24850,18.73807023,,
36499,0.448956,25.72328399,24878,18.86784517,,
36528,0.453486,25.98283387,24907,19.12739505,,
36571,0.334111,19.14315019,24950,12.28771137,,
36600,0.276155,15.82251599,24979,8.967077177,,
36629,0.193818,11.10495339,25008,4.249514579,,
36658,0.098957,5.669818453,25037,-1.185620361,,
36686,0.014489,0.830158549,25065,-6.025280265,,
36715,-0.045066,-2.5820916,25094,-9.437530414,,
36744,-0.114746,-6.574461516,25123,-13.42990033,,
36772,-0.16564,-9.490472919,25151,-16.34591173,,
36801,-0.22666,-12.98666138,25180,-19.8421002,,
36830,-0.160577,-9.200384387,25209,-16.0558232,,
36859,-0.184026,-10.54391312,25238,-17.39935193,,
36888,-0.151384,-8.673664286,25267,-15.5291031,,
36917,-0.085168,-4.87976695,25296,-11.73520576,,
36946,-0.027346,-1.566810387,25325,-8.422249201,,
36975,0.049129,2.814884352,25354,-4.040554463,,
37003,0.14399,8.250019292,25382,1.394580478,,
37032,0.224328,12.85304763,25411,5.997608812,,
37061,0.289878,16.60878597,25440,9.753347159,,
37090,0.356094,20.40268331,25469,13.5472445,,
37119,0.409653,23.47138796,25498,16.61594915,,
37148,0.427772,24.50953019,25527,17.65409138,,
37176,0.431902,24.74616176,25555,17.89072295,,
37205,0.434167,24.8759367,25584,18.02049789,,
37234,0.392466,22.4866454,25613,15.63120659,,
37263,0.333977,19.13547255,25642,12.28003374,,
37291,0.262965,15.06678466,25670,8.211345845,,
37320,0.201679,11.55535552,25699,4.699916702,,
37349,0.116544,6.677479328,25728,-0.177959487,,
37377,0.032075,1.837762128,25756,-5.017676686,,
37406,-0.042934,-2.459936998,25785,-9.315375812,,
37420,-0.072644,-4.162194607,25799,-11.01763342,,
37449,-0.116877,-6.696558822,25828,-13.55199764,,
37478,-0.166439,-9.536252246,25857,-16.39169106,,
37506,-0.186824,-10.70422671,25885,-17.55966553,,
37535,-0.1747,-10.00957268,25914,-16.8650115,,
37564,-0.162043,-9.28438,25943,-16.13981881,,
37593,-0.158579,-9.085907419,25972,-15.94134623,,
37622,-0.045332,-2.597332277,26001,-9.452771091,,
37651,0.007294,0.417915416,26030,-6.437523398,,
37680,0.084835,4.860687455,26059,-1.994751359,,
37709,0.179163,10.26528374,26088,3.409844931,,
37737,0.244046,13.98280581,26116,7.127366993,,
37766,0.305865,17.5247736,26145,10.66933479,,
37795,0.368084,21.08965971,26174,14.23422089,,
37824,0.413783,23.70801953,26203,16.85258072,,
37853,0.42191,24.17366233,26232,17.31822352,,
37881,0.416581,23.86833313,26260,17.01289431,,
37910,0.407254,23.33393539,26289,16.47849658,,
37939,0.367951,21.08203937,26318,14.22660055,,
37968,0.299604,17.16604473,26347,10.31060591,,
37996,0.232588,13.32631077,26375,6.470871951,,
38025,0.165839,9.501874779,26404,2.646435964,,
38054,0.093095,5.333950594,26433,-1.52148822,,
38082,0.005029,0.288140475,26461,-6.567298339,,
38111,-0.061986,-3.551536189,26490,-10.406975,,
38140,-0.103154,-5.91028884,26519,-12.76572765,,
38169,-0.14752,-8.452273394,26548,-15.30771221,,
38197,-0.175233,-10.04011133,26576,-16.89555015,,
38226,-0.162442,-9.307241016,26605,-16.16267983,,
38241,-0.158978,-9.108768435,26620,-15.96420725,,
38270,-0.136729,-7.833994637,26649,-14.68943345,,
38299,-0.123006,-7.047724655,26678,-13.90316347,,
38328,-0.015488,-0.887397033,26707,-7.742835847,,
38357,0.046997,2.69272975,26736,-4.162709064,,
38385,0.117077,6.708017978,26764,-0.147420836,,
38414,0.19142,10.96755811,26793,4.1121193,,
38443,0.276288,15.83013633,26822,8.974697516,,
38472,0.323585,18.54005481,26851,11.684616,,
38500,0.368884,21.13549633,26879,14.28005752,,
38529,0.40459,23.18129943,26908,16.32586062,,
38558,0.415248,23.79195785,26937,16.93651904,,
38587,0.400193,22.92936989,26966,16.07393108,,
38616,0.374879,21.47898453,26995,14.62354571,,
38644,0.337308,19.3263248,27023,12.47088598,,
38673,0.270559,15.50188881,27052,8.646449995,,
38702,0.200346,11.47898024,27081,4.623541428,,
38731,0.133731,7.66222189,27110,0.806783076,,
38759,0.063784,3.654554,27138,-3.200884814,,
38788,-0.014556,-0.833997367,27167,-7.689436181,,
38817,-0.07371,-4.223271908,27196,-11.07871072,,
38831,-0.09596,-5.498103002,27210,-12.35354182,,
38860,-0.124605,-7.139340606,27239,-13.99477942,,
38889,-0.163375,-9.360697978,27268,-16.21613679,,
38918,-0.162309,-9.299620677,27297,-16.15505949,,
38947,-0.136329,-7.811076325,27326,-14.66651514,,
38976,-0.112747,-6.459927253,27355,-13.31536607,,
39004,-0.058389,-3.34544327,27383,-10.20088208,,
39033,0.012091,0.69276327,27412,-6.162675544,,
39062,0.071778,4.112576462,27441,-2.742862352,,
39091,0.144522,8.280500647,27470,1.425061833,,
39120,0.228591,13.09729953,27499,6.24186072,,
39149,0.276555,15.8454343,27528,8.989995489,,
39177,0.330647,18.94467761,27556,12.08923879,,
39206,0.38314,21.95230496,27585,15.09686615,,
39235,0.400326,22.93699023,27614,16.08155142,,
39264,0.393665,22.55534304,27643,15.69990423,,
39293,0.382607,21.92176631,27672,15.0663275,,
39322,0.355294,20.35684669,27701,13.50140787,,
39350,0.298138,17.08204911,27729,10.2266103,,
39379,0.241248,13.82249222,27758,6.967053402,,
39408,0.181827,10.4179197,27787,3.562480887,,
39436,0.09989,5.723275416,27815,-1.132163399,,
39465,0.027812,1.59351022,27844,-5.261928594,,
39479,0.001565,0.089667895,27858,-6.765770919,,
39508,-0.04813,-2.757645868,27887,-9.613084682,,
39537,-0.103821,-5.948505125,27916,-12.80394394,,
39565,-0.137395,-7.872153626,27944,-14.72759244,,
39595,-0.137928,-7.902692277,27974,-14.75813109,,
39624,-0.143257,-8.208021486,28003,-15.0634603,,
39652,-0.123139,-7.055344993,28031,-13.91078381,,
39681,-0.070646,-4.047717639,28060,-10.90315645,,
39710,-0.027612,-1.582051064,28089,-8.437489878,,
39739,0.034607,1.982835042,28118,-4.872603773,,
39754,0.047264,2.708027723,28133,-4.147411091,,
39783,0.14279,8.181264357,28162,1.325825542,,
39811,0.202878,11.62405316,28190,4.768614342,,
39840,0.279619,16.02098857,28219,9.165549757,,
39869,0.324918,18.61643009,28248,11.76099127,,
39898,0.353429,20.24999006,28277,13.39455124,,
39927,0.382207,21.898848,28306,15.04340919,,
39956,0.393798,22.56296338,28335,15.70752457,,
39984,0.370882,21.2499733,28363,14.39453448,,
40013,0.338241,19.37978176,28392,12.52434294,,
40042,0.299337,17.15074675,28421,10.29530794,,
40071,0.244446,14.00572412,28450,7.150285305,,
40099,0.174499,9.998056229,28478,3.142617415,,
40114,0.139593,7.99808975,28493,1.142650935,,
40143,0.08297,4.753830826,28522,-2.101607988,,
40171,0.043133,2.471338858,28550,-4.384099956,,
40200,-0.052127,-2.986657099,28579,-9.842095913,,
40229,-0.124072,-7.108801956,28608,-13.96424077,,
40258,-0.117277,-6.719477134,28637,-13.57491595,,
40286,-0.137928,-7.902692277,28665,-14.75813109,,
40315,-0.135663,-7.772917336,28694,-14.62835615,,
40344,-0.107285,-6.146977705,28723,-13.00241652,,
40373,-0.077574,-4.4446628,28752,-11.30010161,,
40402,-0.023082,-1.322501183,28781,-8.177939997,,
40431,0.0434,2.486636831,28810,-4.368801983,,
40460,0.097359,5.578259798,28839,-1.277179017,,
40489,0.165706,9.49425444,28868,2.638815626,,
40517,0.244313,13.99810378,28896,7.142664966,,
40546,0.290144,16.62402665,28925,9.768587837,,
40575,0.327715,18.77668638,28954,11.92124757,,
40604,0.36502,20.91410544,28983,14.05866662,,
40632,0.418846,23.99810807,29011,17.14266925,,
40661,0.372081,21.31867094,29040,14.46323212,,
40690,0.349832,20.04389714,29069,13.18845832,,
40719,0.327182,18.74614773,29098,11.89070892,,
40748,0.265896,15.23471859,29127,8.379279775,,
40776,0.205009,11.74615046,29155,4.890711648,,
40805,0.153715,8.807220748,29184,1.951781934,,
40834,0.082836,4.746153192,29213,-2.109285622,,
40863,0.011558,0.66222462,29242,-6.193214195,,
40891,-0.033608,-1.925596558,29270,-8.781035372,,
40920,-0.075576,-4.330185832,29299,-11.18562465,,
40949,-0.115412,-6.612620505,29328,-13.46805932,,
40978,-0.118876,-6.811093085,29357,-13.6665319,,
41007,-0.118742,-6.803415451,29386,-13.65885427,,
41036,-0.108217,-6.200377372,29415,-13.05581619,,
41064,-0.070246,-4.024799328,29443,-10.88023814,,
41094,-0.011891,-0.681304114,29473,-7.536742928,,
41122,0.034074,1.952296391,29501,-4.903142423,,
41151,0.094694,5.425566545,29530,-1.429872269,,
41180,0.169303,9.700347359,29559,2.844908545,,
41209,0.224062,12.83780695,29588,5.982368135,,
41237,0.273624,15.67750037,29616,8.822061559,,
41266,0.327982,18.79198436,29645,11.93654554,,
41295,0.357959,20.50953994,29674,13.65410112,,
41324,0.360091,20.63169454,29703,13.77625573,,
41353,0.361556,20.71563286,29732,13.86019404,,
41381,0.356493,20.42554433,29760,13.57010551,,
41410,0.311461,17.84540078,29789,10.98996197,,
41439,0.263231,15.08202534,29818,8.226586523,,
41468,0.211671,12.12785495,29847,5.272416131,,
41496,0.16011,9.173627258,29875,2.318188444,,
41525,0.087633,5.021001046,29904,-1.834437768,,
41553,0.021683,1.242344387,29932,-5.613094427,,
41582,-0.056124,-3.215668329,29961,-10.07110714,,
