timestamp (python), timestamp (Teensy), Angular pos (deg),Angular position 0 indexed, AGC, Status, Angular Vel (deg),,Angle offset
39.34921503,3107,156.4453125,3.251953125,51,103,0,,
39.35921741,3118,156.4453125,3.251953125,51,103,0,,
39.37021685,3128,156.3574219,3.1640625,51,103,-8.7890625,,
39.38021517,3138,156.3574219,3.1640625,51,103,0,,
39.39021516,3149,156.2695313,3.076171875,51,103,-8.7890625,,
39.40121603,3159,156.2695313,3.076171875,51,103,0,,
39.41121697,3170,156.2695313,3.076171875,51,103,0,,
39.42235112,3180,156.2695313,3.076171875,51,103,0,,
39.43259501,3190,156.3574219,3.1640625,51,103,7.990057,,
39.44259572,3201,156.3574219,3.1640625,51,103,0,,
39.45359564,3211,156.3574219,3.1640625,51,103,0,,
39.46359563,3222,156.4453125,3.251953125,51,103,8.7890625,,
39.47359705,3232,156.4453125,3.251953125,51,103,0,,
39.48459578,3243,156.5332031,3.33984375,51,103,8.7890625,,
39.49459386,3253,156.5332031,3.33984375,51,103,0,,
39.50559497,3263,156.6210938,3.427734375,51,103,7.990057,,
39.51559639,3274,156.6210938,3.427734375,51,103,0,,
39.52659559,3284,156.6210938,3.427734375,51,103,0,,
39.53659344,3295,156.6210938,3.427734375,51,103,0,,
39.54659629,3305,156.6210938,3.427734375,51,103,0,,
39.55759525,3316,156.6210938,3.427734375,51,103,0,,
39.56759357,3326,156.6210938,3.427734375,51,103,0,,
39.57859564,3336,156.6210938,3.427734375,51,103,0,,
39.5885942,3347,156.7089844,3.515625,51,103,8.7890625,,
39.5995965,3357,156.7089844,3.515625,51,103,0,,
39.6095953,3368,156.7089844,3.515625,51,103,0,,
39.6195941,3378,156.7089844,3.515625,51,103,0,,
39.63059855,3389,156.7089844,3.515625,51,103,0,,
39.6405952,3399,156.7089844,3.515625,51,103,0,,
39.65159392,3409,156.7089844,3.515625,51,103,0,,
39.66208577,3420,156.7089844,3.515625,51,103,0,,
39.67208505,3430,156.7089844,3.515625,51,103,0,,
