14240,0.61552,-0.335303,9.901011,0.00745,-0.028734,-0.016495,-5.305626,-3.609375,-0.007107,0,0,0,14240
14263,0.55325,-0.325723,9.821976,0.013303,-0.041505,-0.015431,-5.271311,-3.606436,-0.009479,0,0,0.023,
14286,0.57241,-0.239502,9.936936,-0.013835,-0.029798,-0.013835,-5.232708,-3.60405,-0.012144,0,0,0.046,
14310,0.6251,-0.392783,9.929751,-0.014367,-0.040441,-0.014367,-5.203342,-3.6049,-0.014219,0,0,0.07,
14333,0.61073,-0.404758,9.951306,-0.010642,-0.027138,-0.015431,-5.174827,-3.604572,-0.016282,0,0,0.093,
14356,0.56762,-0.390388,9.927357,0.010642,-0.036716,-0.013835,-5.145396,-3.602044,-0.018326,0,0,0.116,
14379,0.59157,-0.325723,9.932146,0.004257,-0.026606,-0.015963,-5.112656,-3.600726,-0.020646,0,0,0.139,
14402,0.63468,-0.371228,9.812395,0.005321,-0.042037,-0.015431,-5.083112,-3.60263,-0.022727,0,0,0.162,
14425,0.58678,-0.407153,9.944121,0.012771,-0.032991,-0.019688,-5.055476,-3.601095,-0.024779,0,0,0.185,
14441,0.5772,-0.421523,9.970467,0.018624,-0.039908,-0.018624,-5.02876,-3.599069,-0.026733,0,0,0.201,
14464,0.637075,-0.352068,9.922566,0.021285,-0.03033,-0.018092,-4.998385,-3.600494,-0.028919,0,0,0.224,
14487,0.608335,-0.265847,9.836346,0.005321,-0.034055,-0.015431,-4.963801,-3.600654,-0.031331,0,0,0.247,
14510,1.17835,-0.366438,9.980047,0.010642,-0.030863,-0.014367,-4.935133,-3.63263,-0.033357,0,0,0.27,
14533,0.60115,-0.452659,9.948912,0.002661,-0.031927,-0.015963,-4.911787,-3.631558,-0.035095,0,0,0.293,
14556,1.22146,-0.359253,9.982442,0.018624,-0.028202,-0.015431,-4.883073,-3.665595,-0.037156,0,0,0.316,
14579,0.55804,-0.354463,9.865086,0.00745,-0.036716,-0.018092,-4.854671,-3.662118,-0.039258,0,0,0.339,
14602,0.59157,-0.299377,9.941727,0.01011,-0.028202,-0.018624,-4.823177,-3.6602,-0.041578,0,0,0.362,
14625,0.510139,-0.354463,9.917776,0.006917,-0.039376,-0.015963,-4.79527,-3.653895,-0.0436,0,0,0.385,
14648,0.65384,-0.419128,10.001602,0.019688,-0.034055,-0.015963,-4.770933,-3.655481,-0.045386,0,0,0.408,
14672,0.56283,-0.368833,9.994417,0.011174,-0.032991,-0.017028,-4.744133,-3.651878,-0.047363,0,0,0.432,
14695,0.689766,-0.330513,9.999207,0.022881,-0.035652,-0.018624,-4.715185,-3.655603,-0.049489,0,0,0.455,
14718,0.56283,-0.359253,9.968072,0.011174,-0.031395,-0.015431,-4.68845,-3.65205,-0.051433,0,0,0.478,
14741,0.574805,-0.320933,10.030342,0.022349,-0.035652,-0.015431,-4.659448,-3.649109,-0.0535,0,0,0.501,
14764,0.66342,-0.299377,9.970467,0.005321,-0.03033,-0.016495,-4.629964,-3.651366,-0.055648,0,0,0.524,
14787,0.65863,-0.392783,9.901011,0.025541,-0.040973,-0.015431,-4.605887,-3.65377,-0.05739,0,0,0.547,
14810,0.725691,-0.277822,9.898616,0.007982,-0.031395,-0.018092,-4.575777,-3.659868,-0.059609,0,0,0.57,
14833,0.692161,-0.328118,9.956097,0.017028,-0.036716,-0.015963,-4.548576,-3.663832,-0.061583,0,0,0.593,
14856,0.00479,-0.347278,9.901011,0.003193,-0.02767,-0.013835,-4.523076,-3.628117,-0.063431,0,0,0.616,
14879,0.579595,-0.392783,9.836346,0.011706,-0.039376,-0.014899,-4.500484,-3.626385,-0.06508,0,0,0.639,
14902,0.570015,-0.347278,9.996812,0.009046,-0.031395,-0.015431,-4.475193,-3.623438,-0.066925,0,0,0.662,
14925,0.579595,-0.318538,9.927357,0.021817,-0.038312,-0.015431,-4.448387,-3.621442,-0.068837,0,0,0.685,
14948,0.045505,-0.416733,9.898616,0.014899,-0.030863,-0.016495,-4.427679,-3.588557,-0.070401,0,0,0.708,
14971,0.574805,-0.467029,9.948912,0.036716,-0.041505,-0.016495,-4.409544,-3.586588,-0.071754,0,0,0.731,
14994,0.021555,-0.378413,9.936936,0.039376,-0.032459,-0.02022,-4.386428,-3.552703,-0.073497,0,0,0.754,
15017,0.565225,-0.354463,9.941727,0.042569,-0.046294,-0.019688,-4.362131,-3.550696,-0.07527,0,0,0.777,
15040,0.732876,-0.292192,9.953702,0.034055,-0.035652,-0.016495,-4.334673,-3.558072,-0.077203,0,0,0.8,
15063,0.65384,-0.359253,9.968072,0.033523,-0.036716,-0.019688,-4.311305,-3.560804,-0.078948,0,0,0.823,
15086,0.66342,-0.251477,9.936936,0.029798,-0.029266,-0.014899,-4.282114,-3.564047,-0.080977,0,0,0.846,
15109,0.699346,-0.268242,9.989627,0.015431,-0.035652,-0.017028,-4.254388,-3.569232,-0.082967,0,0,0.869,
15132,0.677791,-0.249082,9.956097,0.012239,-0.027138,-0.017028,-4.225951,-3.573101,-0.085021,0,0,0.892,
15155,0.613125,-0.232317,9.889036,-0.011174,-0.037248,-0.014899,-4.197387,-3.573665,-0.087057,0,0,0.915,
15179,0.720901,-0.275427,9.953702,-0.011174,-0.02767,-0.015431,-4.171513,-3.579966,-0.088951,0,0,0.939,
15202,0.543669,-0.277822,9.901011,-0.02022,-0.038844,-0.017028,-4.146272,-3.576436,-0.090833,0,0,0.962,
15225,0.584385,-0.376018,9.982442,-0.010642,-0.034055,-0.017028,-4.126593,-3.574894,-0.092363,0,0,0.985,
15248,0.766406,-0.416733,9.912986,-0.004789,-0.038844,-0.018092,-4.109514,-3.58415,-0.093739,0,0,1.008,
15271,0.64426,-0.428709,9.934542,0.016495,-0.030863,-0.019156,-4.092799,-3.586054,-0.095101,0,0,1.031,
15294,0.598755,-0.342488,9.924961,0.012239,-0.037248,-0.014899,-4.071394,-3.585503,-0.096667,0,0,1.054,
15317,0.62989,-0.376018,9.984837,0.032991,-0.035119,-0.019156,-4.051587,-3.586484,-0.098196,0,0,1.077,
15341,0.519719,-0.282612,9.936936,0.022349,-0.034587,-0.019688,-4.026904,-3.581313,-0.100054,0,0,1.101,
15364,0.031135,-0.347278,9.972861,0.040441,-0.037248,-0.01756,-4.005733,-3.548111,-0.101617,0,0,1.124,
15387,0.704136,-0.330513,10.039923,0.034055,-0.035652,-0.018092,-3.98386,-3.553505,-0.103239,0,0,1.147,
15410,0.57241,-0.337698,9.987232,0.056936,-0.031395,-0.018092,-3.962244,-3.551445,-0.104824,0,0,1.17,
15433,0.651445,-0.270637,9.956097,0.056936,-0.033523,-0.020752,-3.93706,-3.554099,-0.106681,0,0,1.193,
15440,0.651445,-0.270637,9.956097,0.056936,-0.033523,-0.020752,-3.93706,-3.554099,-0.106681,0,0,1.2,
