Timestamp,u,Desired velocity,x,dx,theta,dtheta,degrees,dx filtered,
203161,0.034183,0,0.035848,0.00001,0.021281,-0.013835,1.219311484,0,69.86140193
203181,-0.016752,0,0.035949,0.00847,0.02134,-0.013835,1.222691935,0,70.05508751
203201,0.112558,0,0.035814,-0.012128,0.021396,-0.012771,1.225900498,0,70.23892466
203221,-0.214993,0,0.03605,-0.020195,0.021439,-0.010642,1.228364217,0,70.38008534
203241,0.021059,0,0.035444,0.076211,0.021469,-0.009578,1.23008309,0,70.47856953
203261,0.607984,0,0.034939,-0.135521,0.021458,-0.002128,1.229452837,0,70.44245866
203281,0.068927,0,0.035377,-0.014054,0.021457,-0.002128,1.229395541,0,70.43917585
203301,-0.24668,0,0.035949,0.025406,0.021442,-0.005321,1.228536104,0,70.38993376
203321,-0.357822,0,0.035848,0.05929,0.021438,-0.010642,1.228306921,0,70.37680253
203341,-0.2876,0,0.035444,0.076211,0.021463,-0.011706,1.229739316,0,70.45887269
203361,-0.287693,0,0.035511,0.076211,0.021489,-0.011706,1.231229006,0,70.54422566
203381,-0.253991,0,0.03504,0,0.021526,-0.012771,1.23334895,0,70.66568949
203401,-0.422939,0,0.035208,0.0762,0.021571,-0.013835,1.23592726,0,70.81341578
203421,-0.285736,0,0.035309,0.076222,0.021608,-0.012771,1.238047204,0,70.93487961
203441,-0.49366,0,0.035612,0.059284,0.021644,-0.013835,1.240109852,0,71.05306064
203461,-0.224865,0,0.035478,0,0.021718,-0.02022,1.244349739,0,71.29598831
203481,0.161481,0,0.035343,0.027033,0.021845,-0.025541,1.251626303,0,71.71290472
203501,0.452271,0,0.035478,-0.067743,0.022027,-0.029798,1.262054135,0,72.31037547
203521,0.196801,0,0.035915,-0.076211,0.022274,-0.038312,1.276206193,0.012352421,73.12122864
203541,0.088917,0,0.03605,0.00288,0.022573,-0.044697,1.293337631,0.012503474,74.10278774
203561,0.344009,0,0.035612,-0.067754,0.02292,-0.052147,1.313219266,0.008491684,75.24192154
203581,-0.069834,0,0.035511,-0.079484,0.023309,-0.053211,1.335507325,0.004946632,76.51893321
203601,-0.167254,0,0.034771,0.08469,0.023689,-0.05534,1.357279721,0.010466895,77.76639963
203621,1.059047,0,0.032684,-0.186294,0.023989,-0.042569,1.374468455,-0.003349158,78.75124153
203641,-0.913273,0,0.034266,0.16089,0.02428,-0.036184,1.391141527,0.012251421,79.70653818
203661,0.522348,0,0.033593,-0.050807,0.024446,-0.028734,1.400652626,0.010317053,80.25148403
203681,0.196625,0,0.033694,0.02714,0.024588,-0.017028,1.408788627,0.010408316,80.71764253
203701,0.329376,0,0.033189,-0.093166,0.024648,-0.012771,1.412226373,0.002384316,80.91461092
203721,-0.20002,0,0.033525,-0.072723,0.024658,-0.005321,1.412799331,-0.005454316,80.94743898
203741,0.65817,0,0.031876,0.062544,0.024671,-0.012771,1.413544176,-0.006173632,80.99011546
203761,-0.327873,0,0.034098,-0.033863,0.024654,-0.002128,1.412570148,-0.007955895,80.93430775
203781,0.344938,0,0.032482,0.059275,0.024657,-0.011706,1.412742035,-0.008846684,80.94415617
203801,-0.316794,0,0.033862,-0.040493,0.024608,0.004257,1.409934542,-0.014989579,80.78329866
203821,0.465355,0,0.032011,0.050818,0.024546,-0.004257,1.406382204,-0.015435158,80.57976467
203841,-0.388974,0,0.033492,-0.04224,0.024434,0.009578,1.399965077,-0.017658316,80.21209036
203861,0.464861,0,0.031371,0.000362,0.02436,-0.005321,1.395725189,-0.019062053,79.96916269
203881,0.098454,0,0.032717,-0.003054,0.024289,0.004257,1.391657189,-0.015657368,79.73608344
203901,-0.407737,0,0.033795,0.084688,0.024254,-0.00745,1.389651836,-0.007189,79.62118521
203921,-0.419016,0,0.034333,0.076211,0.024225,-0.009578,1.387990259,-0.003329474,79.52598383
203941,-0.129319,0,0.034501,0.059269,0.024248,-0.014899,1.389308062,0.003355947,79.60148838
203961,0.103159,0,0.034737,0.059286,0.024306,-0.015963,1.392631217,0.010659632,79.79189114
203981,0.401896,0,0.034838,-0.076211,0.024382,-0.015963,1.396985696,0.002191158,80.04138443
204001,-0.866201,0,0.036656,0.135499,0.024485,-0.021285,1.402887161,0.019127632,80.37951348
204021,1.363389,0,0.034266,-0.194785,0.024581,-0.025541,1.408387556,0.000407895,80.69466289
204041,-0.730484,0,0.03541,0.143974,0.024747,-0.028734,1.417898656,0.010659526,81.23960874
204061,0.383203,0,0.034973,-0.025404,0.024877,-0.028734,1.425347107,0.007894053,81.66637357
204081,0.247,0,0.035343,-0.059275,0.025065,-0.028734,1.436118713,0.009677789,82.28354116
204101,-0.077926,0,0.035511,-0.04397,0.025289,-0.038312,1.448952968,0.011191105,83.01888979
204121,-0.306477,0,0.035612,0.050795,0.02552,-0.039376,1.462188293,0.010572737,83.77721805
204141,-0.10033,0,0.035107,0.053511,0.025693,-0.026606,1.472100463,0.015171368,84.34514355
204161,0.049467,0,0.035242,-0.000957,0.02578,-0.013835,1.477085196,0.012001263,84.6307477
204181,-0.031613,0,0.035646,0.025222,0.025829,-0.009578,1.479892689,0.015459947,84.79160521
204201,0.058446,0,0.035982,0.04234,0.025842,-0.010642,1.480637534,0.015013737,84.8342817
204221,0.424087,0,0.036016,-0.033876,0.02588,-0.014899,1.482814774,0.015453947,84.95902834
204241,0.232688,0,0.036588,-0.025404,0.025986,-0.023413,1.488888126,0.014097842,85.30700581
204261,0.109624,0,0.036925,-0.025427,0.026159,-0.032991,1.498800296,0.012920316,85.87493131
204281,-0.348811,0,0.0378,0.059297,0.026414,-0.041505,1.51341072,0.011583947,86.71204693
204301,-0.11481,0,0.037463,0.076192,0.02671,-0.046826,1.530370271,0.011582947,87.68375761
204321,-0.050529,0,0.037766,0.042344,0.027035,-0.048954,1.548991399,0.010692158,88.75066967
204341,0.437669,0,0.037228,-0.042346,0.027344,-0.045762,1.566695795,0.005343105,89.76505683
204361,0.392542,0,0.037262,-0.093124,0.027603,-0.037248,1.581535402,0.004452947,90.61530368
204381,0.316424,0,0.037598,-0.044869,0.027779,-0.02767,1.591619459,-0.005040105,91.1930776
204401,-0.103011,0,0.038507,-0.02541,0.027868,-0.015963,1.596718783,0.003874368,91.48524736
204421,-0.347583,0,0.038945,0.084722,0.02793,-0.02022,1.600271122,0.000755842,91.68878136
204441,-0.178266,0,0.039214,0.067752,0.028012,-0.019156,1.604969376,0.005658789,91.95797148
204461,0.42405,0,0.038541,-0.033872,0.028121,-0.023413,1.611214616,0.006995789,92.31579737
204481,0.249732,0,0.039146,-0.042344,0.028279,-0.024477,1.620267349,0.007081368,92.83448077
204501,0.238931,0,0.038743,-0.186294,0.028452,-0.032991,1.630179519,-0.005397,93.40240627
204521,0.277917,0,0.038877,-0.000002,0.028638,-0.031927,1.640836534,-0.008213474,94.01300825
204541,0.04884,0,0.039584,-0.011546,0.028804,-0.026606,1.650347633,-0.008770789,94.55795411
204561,-0.208969,0,0.039954,0.008468,0.028923,-0.021285,1.657165831,-0.009652579,94.94860806
204581,-0.360468,0,0.040459,0.09317,0.02899,-0.013835,1.661004648,-0.006977316,95.16855609
204601,-0.277593,0,0.040998,0.127051,0.028988,-0.005321,1.660890057,0.001492526,95.16199047
204621,0.536431,0,0.041031,0.02356,0.02892,0.004257,1.656993944,0.004069579,94.93875964
204641,0.033333,0,0.042479,-0.008646,0.028814,0.008514,1.650920591,0.004952789,94.59078217
204661,-0.168333,0,0.043085,0.067756,0.028705,0.002128,1.644675351,0.005398,94.23295628
204681,-0.121641,0,0.043691,0.076211,0.028581,0.008514,1.637570674,0.005399,93.82588829
204701,0.335966,0,0.043657,-0.0027,0.028433,0.015963,1.629090899,0.003028263,93.34003295
204721,-0.161373,0,0.044869,0.02541,0.028216,0.026606,1.616657715,0.006594368,92.62766397
204741,-0.3176,0,0.04534,0.076205,0.027883,0.036184,1.59757822,0.015506421,91.53448946
204766,0.292826,0,0.044801,-0.017555,0.02768,0.036184,1.585947177,0.016944,90.86807977
204786,0.173322,0,0.046148,0.000001,0.02768,0.036184,1.585947177,0.018281421,90.86807977
204811,0.995566,0,0.044936,-0.113486,0.025261,0.111744,1.447348686,0.007849421,82.92697121
204831,0.03021,0,0.04497,0.110083,0.024799,0.109615,1.420878036,0.010077368,81.41031467
204851,0.432539,0,0.045071,-0.093147,0.023845,0.111744,1.366217862,0.006957632,78.27851742
204871,0.064739,0,0.045878,0.033872,0.023058,0.086202,1.321126084,0.010969,75.69494882
204891,0.254018,0,0.046114,-0.016758,0.022359,0.073432,1.281076334,0.019891947,73.40026718
204911,-0.202521,0,0.046888,-0.038875,0.021747,0.069175,1.246011317,0.017846,71.39118969
204931,0.396788,0,0.045845,0.082852,0.021133,0.06811,1.210831708,0.022814316,69.37554659
204951,-0.296101,0,0.047595,-0.04235,0.020491,0.077688,1.174047818,0.020139684,67.26798492
204971,0.268571,0,0.046181,0.07623,0.019834,0.071303,1.136404491,0.019248105,65.11118115
204991,0.121051,0,0.04746,-0.025593,0.019084,0.094716,1.093432656,0.011214211,62.64907638
205011,-0.068436,0,0.047932,0.022344,0.018334,0.078753,1.050460822,0.011150211,60.18697162
205031,-0.142875,0,0.048201,0.04234,0.017649,0.073432,1.011213213,0.013833684,57.93824927
