204772,-0.035925,-0.246687,-9.798025,0.003022,-0.038312,-0.017560,179.846786,1.604967,80.202972,0.000000,0.000000,
204797,0.086221,-0.273032,-9.675879,-0.005289,-0.032459,-0.015431,179.832031,1.593885,80.204956,0.000000,0.000000,
204823,-0.059875,-0.292192,-9.699829,0.192678,-0.028202,-0.017560,179.833878,1.618947,80.207054,0.000000,0.000000,
204836,-0.007185,-0.285007,-9.750125,0.000756,-0.028734,-0.015963,179.824860,1.624542,80.208015,0.000000,0.000000,
204849,0.016765,-0.256267,-9.776470,0.003022,-0.030330,-0.017028,179.817764,1.617004,80.209053,0.000000,0.000000,
204874,-0.047900,-0.237107,-9.793235,0.019646,-0.034587,-0.016495,179.828583,1.599804,80.211029,0.000000,0.000000,
204900,0.009580,-0.234712,-9.247170,0.029468,-0.038312,-0.013835,179.834137,1.601698,80.212997,0.000000,0.000000,
204925,-0.038320,-0.265847,-9.759705,0.021912,-0.039908,-0.017028,179.838043,1.600963,80.214951,0.000000,0.000000,
204950,-0.603545,-0.318538,-9.745335,0.013601,-0.031927,-0.017560,179.848389,1.595159,80.217178,0.000000,0.000000,
204976,-0.035925,-0.280217,-9.865086,0.012845,-0.027670,-0.018092,179.851883,1.606694,80.219254,0.000000,0.000000,
205001,-0.023950,-0.268242,-9.716595,0.017379,-0.029266,-0.015431,179.866592,1.589276,80.221283,0.000000,0.000000,
205027,0.011975,-0.217947,-9.819580,0.027957,-0.031395,-0.015963,179.863876,1.569887,80.223251,0.000000,0.000000,
205052,0.016765,-0.261057,-9.680670,0.034758,-0.032459,-0.012771,179.843796,1.569159,80.225052,0.000000,0.000000,
205078,0.031135,-0.311353,-9.752520,0.032491,-0.041505,-0.015431,179.846466,1.572206,80.226936,0.000000,0.000000,
205103,-0.033530,-0.253872,-9.798025,0.020401,-0.032991,-0.017560,179.856079,1.557508,80.229034,0.000000,0.000000,
205128,0.007185,-0.311353,-9.769285,0.016623,-0.026074,-0.015963,179.839615,1.566697,80.230835,0.000000,0.000000,
205154,0.050295,-0.229922,-9.833951,0.024179,-0.031395,-0.017028,179.841278,1.571192,80.232796,0.000000,0.000000,
205179,0.033530,-0.270637,-9.843531,0.038536,-0.034587,-0.015431,179.831665,1.562249,80.234810,0.000000,0.000000,
205205,-0.055085,-0.275427,-9.807606,0.029468,-0.040973,-0.018092,179.855682,1.563498,80.236977,0.000000,0.000000,
205230,0.596360,-0.225132,-9.833951,0.012090,-0.038312,-0.014367,179.842697,1.553015,80.239014,0.000000,0.000000,
205255,0.591570,-0.282612,-9.795630,0.007556,-0.027138,-0.014899,179.822281,1.551022,80.241005,0.000000,0.000000,
205281,-0.059875,-0.249082,-9.762100,0.006045,-0.029266,-0.016495,179.828278,1.542269,80.243126,0.000000,0.000000,
205306,0.000000,-0.253872,-10.394385,0.009823,-0.029798,-0.019156,179.821487,1.522491,80.245407,0.000000,0.000000,
205319,-0.031135,-0.251477,-9.764495,0.018134,-0.029266,-0.017560,179.834167,1.519914,80.246460,0.000000,0.000000,
205344,0.026345,-0.285007,-10.360855,0.018134,-0.036716,-0.018624,179.830460,1.533433,80.248520,0.000000,0.000000,
205370,0.028740,-0.282612,-9.821976,0.009067,-0.039376,-0.015431,179.812820,1.532758,80.250458,0.000000,0.000000,
205395,0.589175,-0.213157,-9.845925,-0.008312,-0.031395,-0.017560,179.796509,1.521719,80.252579,0.000000,0.000000,
205421,-0.004790,-0.261057,-9.771680,-0.005289,-0.031395,-0.015963,179.800339,1.518947,80.254623,0.000000,0.000000,
205447,0.023950,-0.222737,-9.798025,0.191167,-0.027138,-0.014899,179.788788,1.510046,80.256737,0.000000,0.000000,
205472,-0.040715,-0.241897,-9.783655,0.006045,-0.032459,-0.017028,179.792664,1.512023,80.258759,0.000000,0.000000,
205497,0.009580,-0.249082,-9.728570,0.016623,-0.038844,-0.017028,179.777557,1.512281,80.260689,0.000000,0.000000,
205522,-0.570015,-0.222737,-9.745335,0.006800,-0.038844,-0.017028,179.788376,1.504647,80.262695,0.000000,0.000000,
205548,-0.038320,-0.251477,-9.702225,-0.193434,-0.032991,-0.016495,179.819763,1.484790,80.264771,0.000000,0.000000,
205574,0.059875,-0.308958,-9.709410,0.004534,-0.028734,-0.017028,179.819473,1.493936,80.266899,0.000000,0.000000,
205599,-0.045505,-0.280217,-9.829161,0.017379,-0.030330,-0.016495,179.842484,1.506886,80.268837,0.000000,0.000000,
205625,0.040715,-0.275427,-9.838740,0.029468,-0.038844,-0.015431,179.822800,1.508296,80.270630,0.000000,0.000000,
205650,-0.040715,-0.263452,-9.771680,0.017379,-0.040973,-0.017560,179.826843,1.511859,80.272675,0.000000,0.000000,
205675,-0.035925,-0.289797,-9.747730,0.009823,-0.031395,-0.019688,179.824570,1.520195,80.274902,0.000000,0.000000,
205701,0.067061,-0.229922,-9.814791,0.018890,-0.027138,-0.016495,179.809296,1.524844,80.276932,0.000000,0.000000,
205726,0.610730,-0.213157,-9.793235,0.024935,-0.030330,-0.014899,179.790314,1.519326,80.278778,0.000000,0.000000,
205752,-0.002395,-0.296982,-9.795630,0.037780,-0.033523,-0.018624,179.800552,1.535424,80.281021,0.000000,0.000000,
205777,-0.088616,-0.232317,-9.826766,0.038536,-0.037780,-0.015963,179.810776,1.527008,80.283020,0.000000,0.000000,
205803,-0.007185,-0.301772,-9.726174,0.031735,-0.042037,-0.019156,179.811249,1.531240,80.285423,0.000000,0.000000,
205816,0.055085,-0.270637,-9.802815,0.022668,-0.040973,-0.018092,179.801498,1.532114,80.286522,0.000000,0.000000,
205841,0.004790,-0.285007,-9.766891,0.013601,-0.032991,-0.019688,179.786865,1.537408,80.288803,0.000000,0.000000,
205866,0.004790,-0.277822,-9.251961,0.017379,-0.030863,-0.020220,179.772049,1.547438,80.291084,0.000000,0.000000,
205892,-0.593965,-0.270637,-9.833951,0.022668,-0.030330,-0.016495,179.798569,1.551037,80.292992,0.000000,0.000000,
205917,0.023950,-0.399968,-9.702225,0.053648,-0.029798,-0.015431,179.788284,1.558315,80.295029,0.000000,0.000000,
205942,0.004790,-0.608335,-9.699829,0.153387,-0.039908,-0.018092,179.785324,1.596646,80.297356,0.000000,0.000000,
205968,-0.033530,-0.668211,-9.769285,0.247837,-0.048422,-0.025009,179.785034,1.646754,80.299881,0.000000,0.000000,
205993,-0.035925,-0.553250,-9.812395,0.326419,-0.036184,-0.023945,179.778763,1.705540,80.302437,0.000000,0.000000,
206019,-0.050295,-0.356858,-9.764495,0.341531,-0.037780,-0.025541,179.784332,1.767210,80.305267,0.000000,0.000000,
206032,0.062271,-0.323328,-9.781260,0.330197,-0.037248,-0.022881,179.771423,1.787182,80.306549,0.000000,0.000000,
206044,0.081431,-0.390388,-9.771680,0.320374,-0.033523,-0.027670,179.760117,1.811843,80.308060,0.000000,0.000000,
206070,-0.055085,-0.570015,-9.853110,0.316596,-0.038844,-0.024477,179.758041,1.871794,80.310677,0.000000,0.000000,
206095,-0.560435,-0.905317,-9.757310,0.381578,-0.045230,-0.022881,179.761642,1.935179,80.313477,0.000000,0.000000,
206121,0.610730,-0.931663,-9.805210,0.475272,-0.042569,-0.029798,179.745071,2.004861,80.316505,0.000000,0.000000,
206146,-0.035925,-0.993933,-9.735755,0.558388,-0.045230,-0.032459,179.736984,2.090353,80.319809,0.000000,0.000000,
206172,0.047900,-1.001118,-9.201666,0.609769,-0.038312,-0.031927,179.724335,2.181915,80.322830,0.000000,0.000000,
206197,-0.035925,-0.737666,-10.406361,0.590879,-0.039908,-0.029266,179.714371,2.273909,80.325859,0.000000,0.000000,
206223,-0.021555,-0.737666,-9.833951,0.512297,-0.048422,-0.027138,179.706467,2.358372,80.328720,0.000000,0.000000,
206248,0.033530,-1.120869,-9.730965,0.462427,-0.047890,-0.027138,179.696777,2.435313,80.331833,0.000000,0.000000,
206274,-0.107776,-1.839375,-9.618399,0.460916,-0.037248,-0.028734,179.689514,2.511177,80.334869,0.000000,0.000000,
206286,-0.007185,-1.104104,-9.735755,0.450338,-0.039908,-0.029798,179.685226,2.548590,80.336426,0.000000,0.000000,
206299,-0.047900,-1.096919,-9.733359,0.425403,-0.037248,-0.025541,179.681747,2.584682,80.337738,0.000000,0.000000,
206325,-0.055085,-0.979563,-9.774076,0.344554,-0.038312,-0.024477,179.675308,2.650626,80.340370,0.000000,0.000000,
206350,-0.067061,-0.637075,-9.836346,0.112584,-0.037248,-0.017028,179.676086,2.695094,80.342369,0.000000,0.000000,
206376,0.043110,-0.514929,-9.735755,-0.189656,-0.027138,-0.009578,179.659775,2.688111,80.343796,0.000000,0.000000,
206402,-0.091011,-0.462239,-9.821976,-0.504741,-0.032459,-0.003193,179.676575,2.652395,80.344742,0.000000,0.000000,
206427,0.021555,-0.467029,-9.848321,-0.797158,-0.023945,0.000532,179.691467,2.578824,80.345345,0.000000,0.000000,
206452,-0.021555,-0.414338,-9.912986,-1.033661,-0.006917,0.010642,179.701920,2.458687,80.345352,0.000000,0.000000,
206478,-0.102986,-0.392783,-9.915381,-1.223316,-0.002128,0.013303,179.747482,2.329335,80.344955,0.000000,0.000000,
206503,0.047900,-0.318538,-9.879456,-1.341190,-0.005321,0.020220,179.761688,2.160175,80.344025,0.000000,0.000000,
206516,0.059875,-0.340093,-9.896221,-1.375947,-0.003725,0.019688,179.765152,2.076084,80.343414,0.000000,0.000000,
206542,-0.122146,-0.282612,-9.891431,-1.409949,-0.012239,0.022881,179.816269,1.914367,80.341942,0.000000,0.000000,
