timestamp, a_x, a_y, a_z, gr_x, gr_y, gr_z, ga_x, ga_y, ga_z, vel L, vel R, pendAngle
52635, 1.128054, -0.184417, -9.821976, 0.022552, 0.004871, 0.00433, 0.001049, 0.082677, -0.00248, 0.0, 0.0, -0.00248
52663, 1.034649, -0.110171, -9.798025, 0.031212, -0.005254, 0.003797, -0.012794, 0.23945, -0.005845, 0.0, 0.0, -0.005845
52677, 0.972378, -0.110171, -9.855506, 0.03361, -0.003522, 0.007528, -0.02289, 0.327581, -0.010266, 0.0, 0.0, -0.010266
52705, 1.266965, -0.081431, -9.872271, 0.027482, 0.003805, 0.00433, -0.045794, 0.516551, -0.015565, 0.0, 0.0, -0.015565
52733, 1.063389, -0.186812, -9.814791, 0.020554, 0.007403, 0.00473, -0.045331, 0.663898, -0.020593, 0.0, 0.0, -0.020593
52761, 1.084944, -0.114961, -9.73815, 0.020021, 0.034981, 0.004464, -0.047769, 0.813968, -0.02324, 0.0, 0.0, -0.02324
52788, 1.21188, -0.105381, -9.711804, 0.032944, -0.003522, 0.0002, -0.068898, 0.993719, -0.025852, 0.0, 0.0, -0.025852
52816, 1.135239, -0.076641, -9.673484, 0.020953, 0.003805, 0.002998, -0.084935, 1.182732, -0.028965, 0.0, 0.0, -0.028965
52844, 0.993933, -0.172441, -9.812395, 0.015624, 0.007669, -6.6e-05, -0.081595, 1.344908, -0.031103, 0.0, 0.0, -0.031103
52872, 1.075364, -0.114961, -9.788445, 0.014825, 0.003139, 0.0006, -0.086038, 1.510222, -0.033539, 0.0, 0.0, -0.033539
52900, 1.025068, -0.294587, -9.75252, 0.025217, -0.003789, 0.006062, -0.088548, 1.663318, -0.037946, 0.0, 0.0, -0.037946
52928, 1.060994, -0.170046, -9.960887, 0.033344, -0.029769, 0.002465, -0.116487, 1.855149, -0.042947, 0.0, 0.0, -0.042947
52956, 1.20709, -0.189207, -9.817185, 0.020021, 0.007536, 0.002065, -0.117739, 2.020286, -0.048887, 0.0, 0.0, -0.048887
52984, 1.17356, -0.05269, -9.855506, 0.018422, 0.008069, 0.003131, -0.124316, 2.185651, -0.053394, 0.0, 0.0, -0.053394
53011, 1.140029, -0.146096, -9.798025, 0.013892, 0.003272, 0.0006, -0.128094, 2.352668, -0.05554, 0.0, 0.0, -0.05554
53039, 0.926873, -0.277822, -9.833951, 0.027748, -0.006853, 0.003531, -0.134856, 2.508523, -0.059947, 0.0, 0.0, -0.059947
53067, 1.123264, -0.091011, -9.75252, 0.028015, -0.031501, 0.001533, -0.163573, 2.700821, -0.064674, 0.0, 0.0, -0.064674
53095, 1.125659, -0.076641, -9.77168, 0.017489, 0.006603, 0.001533, -0.175135, 2.865547, -0.06906, 0.0, 0.0, -0.06906
53123, 1.075364, -0.155676, -9.750125, 0.019621, 0.006337, 0.000866, -0.186992, 3.03103, -0.072689, 0.0, 0.0, -0.072689
53150, 1.017883, -0.256267, -9.807606, 0.017756, 0.034848, 0.00513, -0.191163, 3.178623, -0.078321, 0.0, 0.0, -0.078321
53178, 1.022673, -0.002395, -9.78126, 0.026549, -0.006453, 0.002332, -0.220082, 3.357359, -0.081421, 0.0, 0.0, -0.081421
53206, 1.080154, -0.210762, -9.841136, 0.033344, -0.003922, 0.002332, -0.242348, 3.534247, -0.086584, 0.0, 0.0, -0.086584
53234, 1.053809, -0.007185, -9.7621, 0.019621, 0.002873, 0.003131, -0.264982, 3.703514, -0.093817, 0.0, 0.0, -0.093817
53262, 1.099314, -0.119751, -9.81958, 0.020287, 0.005671, 0.001266, -0.282029, 3.869334, -0.096769, 0.0, 0.0, -0.096769
53290, 0.991538, -0.162861, -9.692644, 0.020154, 0.004472, 0.002732, -0.289369, 4.034985, -0.101332, 0.0, 0.0, -0.101332
53318, 1.123264, -0.136516, -9.74773, 0.025616, 0.000341, 0.005796, -0.311312, 4.18784, -0.109648, 0.0, 0.0, -0.109647
53345, 1.017883, -0.193997, -9.833951, 0.034276, -0.000192, 0.000467, -0.339928, 4.362115, -0.114202, 0.0, 0.0, -0.114202
53360, 1.204695, -0.114961, -9.718989, 0.031212, 0.005004, 0.002065, -0.355421, 4.44568, -0.117275, 0.0, 0.0, -0.117275
53387, 1.015488, -0.126936, -9.872271, 0.020287, 0.002473, 0.002598, -0.378106, 4.6136, -0.124351, 0.0, 0.0, -0.124351
53415, 1.19272, -0.122146, -9.730965, 0.01629, 0.004205, 0.002732, -0.393294, 4.781126, -0.130598, 0.0, 0.0, -0.130598
53443, 1.013093, -0.203577, -9.80521, 0.01589, 0.00194, 0.002865, -0.402008, 4.94897, -0.136475, 0.0, 0.0, -0.136475
53471, 1.104104, -0.105381, -9.730965, 0.034143, 0.000208, 0.001533, -0.435264, 5.124422, -0.144516, 0.0, 0.0, -0.144516
