timestamp (python), timestamp (Teensy), Angular pos (deg), AGC, Status, Angular Vel (deg),Angular Position (zeroed),,,
29.47341228,2971,141.2402344,71,103,8.7890625,12.39257813,,,
29.4834137,2981,141.328125,71,103,7.990057,12.48046875,,,
29.49441123,2992,141.5039063,71,103,17.578125,12.65625,,,
29.50441384,3002,141.5917969,71,103,7.990057,12.74414063,,,
29.51541328,3013,141.6796875,71,103,8.7890625,12.83203125,,,
29.52541161,3023,141.7675781,71,103,8.7890625,12.91992188,,,
29.53541303,3033,141.8554688,71,103,7.990057,13.0078125,,,
29.54641223,3044,141.9433594,71,103,8.7890625,13.09570313,,,
29.55641079,3054,142.03125,71,103,7.990057,13.18359375,,,
29.56741142,3065,142.1191406,71,103,8.7890625,13.27148438,,,
29.57741189,3075,142.2070313,71,103,7.990057,13.359375,,,
29.58862805,3086,142.2070313,71,103,0,13.359375,,,
29.59841275,3096,142.2949219,71,103,8.7890625,13.44726563,,,
29.60941148,3106,142.3828125,71,103,7.990057,13.53515625,,,
29.61941171,3117,142.4707031,71,103,8.7890625,13.62304688,,,
29.62974739,3127,142.4707031,71,103,0,13.62304688,,,
29.6397469,3138,142.5585938,71,103,8.7890625,13.7109375,,,
29.6507473,3148,142.5585938,71,103,0,13.7109375,,,
29.66074848,3159,142.5585938,71,103,0,13.7109375,,,
29.67174721,3169,142.6464844,71,103,8.7890625,13.79882813,,,
29.6817472,3179,142.6464844,71,103,0,13.79882813,,,
29.69175005,3190,142.6464844,71,103,0,13.79882813,,,
29.70318341,3200,142.6464844,71,103,0,13.79882813,,,
29.7127471,3211,142.6464844,71,103,0,13.79882813,,,
29.72374773,3221,142.6464844,71,103,0,13.79882813,,,
29.7337501,3232,142.6464844,71,103,0,13.79882813,,,
29.74474788,3242,142.6464844,71,103,0,13.79882813,,,
29.75438213,3252,142.6464844,71,103,0,13.79882813,,,
29.76538515,3263,142.6464844,71,103,0,13.79882813,,,
29.77559996,3273,142.6464844,71,103,0,13.79882813,,,
29.78652477,3284,142.6464844,71,103,0,13.79882813,,,
29.79652548,3294,142.6464844,71,103,0,13.79882813,,,
29.8065269,3305,142.6464844,71,103,0,13.79882813,,,
29.81752515,3315,142.6464844,71,103,0,13.79882813,,,
29.82752585,3325,142.6464844,71,103,0,13.79882813,,,
29.83852386,3336,142.5585938,71,103,-8.7890625,13.7109375,,,
29.84852839,3346,142.5585938,71,103,0,13.7109375,,,
29.85952377,3357,142.4707031,71,103,-8.7890625,13.62304688,,,
29.86952329,3367,142.3828125,71,103,-8.7890625,13.53515625,,,
29.87952733,3378,142.2070313,71,103,-15.980114,13.359375,,,
29.89052582,3388,141.9433594,71,103,-26.3671875,13.09570313,,,
29.90052342,3398,141.5039063,71,103,-39.9502831,12.65625,,,
29.91152358,3409,140.9765625,71,103,-52.734375,12.12890625,,,
29.92152691,3419,140.4492188,71,103,-47.9403419,11.6015625,,,
29.93252373,3430,139.7460938,71,103,-70.3125,10.8984375,,,
29.94252324,3440,138.9550781,71,103,-79.1015625,10.10742188,,,
29.95252633,3450,138.0761719,71,103,-79.9005661,9.228515625,,,
29.96374822,3461,137.1972656,71,103,-87.890625,8.349609375,,,
29.97426438,3471,136.2304688,71,103,-87.890625,7.3828125,,,
29.98426414,3482,135.0878906,71,103,-114.2578125,6.240234375,,,
29.99426556,3492,133.9453125,71,103,-103.8707352,5.09765625,,,
30.00526404,3503,132.8027344,71,103,-114.2578125,3.955078125,,,
30.01526451,3513,131.5722656,71,103,-123.046875,2.724609375,,,
30.02626491,3523,130.4296875,71,103,-103.8707352,1.58203125,,,
30.03626728,3534,129.1113281,71,103,-131.8359375,0.263671875,,,
30.04726434,3544,127.8808594,71,103,-111.8607941,-0.966796875,,,
30.05726433,3555,126.6503906,71,103,-123.046875,-2.197265625,,,
30.06726813,3565,125.4199219,71,103,-111.8607941,-3.427734375,,,
30.07826853,3576,124.1894531,71,103,-123.046875,-4.658203125,,,
30.08826423,3586,122.9589844,71,103,-123.046875,-5.888671875,,,
