17163,-0.05269,-0.232317,-9.718989,-0.004789,-0.029266,-0.017028,20.472452,11.198578,3.37448,0,0
17188,-0.035925,-0.261057,-9.730965,0.134624,-0.031927,-0.015963,20.486889,11.212836,3.37881,0,0
17214,-0.100591,-0.287402,-9.807606,0.003193,-0.026074,-0.016495,20.500904,11.226643,3.382991,0,0
17239,-0.050295,-0.294587,-9.716595,0.009046,-0.031395,-0.014367,20.522217,11.240142,3.388245,0,0
17251,-0.02395,-0.296982,-9.220825,0.011706,-0.034055,-0.015431,20.532602,11.247174,3.390945,0,0
17277,0.129331,-0.227527,-9.678274,0.014899,-0.041505,-0.015431,20.552687,11.262439,3.396467,0,0
17302,0.04311,-0.239502,-9.78126,0.014899,-0.039908,-0.015431,20.572878,11.27745,3.401955,0,0
17327,0.179626,-0.249082,-9.711804,0.011174,-0.039908,-0.017028,20.593458,11.292532,3.407769,0,0
17352,-0.158071,-0.296982,-9.718989,0.013835,-0.037248,-0.017028,20.614172,11.306931,3.41317,0,0
17377,-0.138911,-0.308958,-9.223221,0.009578,-0.029798,-0.016495,20.63501,11.321083,3.418694,0,0
17402,-0.114961,-0.294587,-9.79084,0.011174,-0.028734,-0.018624,20.655933,11.334327,3.424366,0,0
17427,-0.122146,-0.316143,-9.678274,0.016495,-0.03033,-0.018624,20.676271,11.347669,3.429869,0,0
17453,0.01437,-0.205972,-9.702225,0.015963,-0.031927,-0.015963,20.696396,11.361443,3.43522,0,0
17478,-0.100591,-0.301772,-9.70941,0.020752,-0.030863,-0.019156,20.716087,11.375419,3.440822,0,0
17503,-0.02395,-0.263452,-9.690249,0.025541,-0.033523,-0.016495,20.73531,11.389456,3.446227,0,0
17528,-0.076641,-0.277822,-9.759705,0.025541,-0.032991,-0.01756,20.754511,11.403353,3.451532,0,0
17553,-0.076641,-0.282612,-9.829161,0.029266,-0.037248,-0.013835,20.773361,11.417484,3.456465,0,0
17578,-0.040715,-0.325723,-9.766891,0.030863,-0.038312,-0.014367,20.791864,11.432086,3.461542,0,0
17604,0.0479,-0.258662,-9.687855,0.026606,-0.045762,-0.016495,20.811113,11.447289,3.466775,0,0
17629,-0.007185,-0.237107,-9.560919,0.018624,-0.046294,-0.014367,20.830999,11.462179,3.472191,0,0
17654,0.189207,-0.213157,-9.735755,0.011706,-0.028202,-0.017028,20.851477,11.477262,3.477958,0,0
17679,-0.158071,-0.253872,-9.75731,0.00745,-0.030863,-0.015963,20.872286,11.491603,3.483936,0,0
17704,-0.00958,-0.296982,-9.735755,0.000532,-0.028202,-0.017028,20.894178,11.50507,3.489892,0,0
17729,0.141306,-0.251477,-9.841136,0.002128,-0.020752,-0.01756,20.915304,11.519198,3.496079,0,0
17754,-0.076641,-0.244292,-9.730965,0.005321,-0.032991,-0.012771,20.936813,11.533159,3.50173,0,0
17779,0.129331,-0.244292,-9.802815,0.004789,-0.030863,-0.01756,20.958153,11.547464,3.507798,0,0
17804,-0.100591,-0.256267,-9.81958,0.009046,-0.038844,-0.014899,20.979349,11.561633,3.513411,0,0
17829,0.222737,-0.213157,-9.78605,0.005853,-0.038844,-0.017028,21.000364,11.577456,3.519504,0,0
17854,0.124541,-0.258662,-9.807606,-0.004789,-0.035119,-0.016495,21.030546,11.591689,3.527223,0,0
17880,-0.220342,-0.263452,-9.733359,-0.009046,-0.032991,-0.015963,21.053749,11.605227,3.53337,0,0
17905,0.002395,-0.299377,-9.802815,-0.008514,-0.03033,-0.018624,21.076645,11.619329,3.54004,0,0
17930,-0.055085,-0.313748,-9.79084,-0.006917,-0.029798,-0.016495,21.099419,11.632979,3.546295,0,0
17955,-0.086221,-0.352068,-9.68067,-0.004257,-0.026074,-0.019688,21.122452,11.645693,3.552447,0,0
17981,-0.0479,-0.227527,-9.72857,0.135689,-0.030863,-0.009578,21.136995,11.65973,3.556467,0,0
18006,0.098196,-0.239502,-9.740545,0.003193,-0.028734,-0.020752,21.158503,11.673852,3.562586,0,0
